,항목명,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,당기 1분기 3개월
795,지배기업 지분에 대한 주당순이익,,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
796,   보통주 기본및희석주당손익,,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
797,   구형우선주 기본및희석주당손익 (단위 : 원),,,,,,,,,,,
798,매출액,,,,,,,,,,ifrs-full_Revenue,
799,총매출액,,,,,,,,,,,
800,매출에누리등,,,,,,,,,,,
801,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
802,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
803,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
804,영업이익,,,,,,,,,,dart_OperatingIncomeLoss,
805,기타수익,,,,,,,,,,dart_OtherGains,
806,기타비용,,,,,,,,,,dart_OtherLosses,
807,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
808,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
809,지분법손실,,,,,,,,,,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,
810,법인세비용차감전순이익,,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
811,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
812,분기순이익,,,,,,,,,,ifrs-full_ProfitLoss,
813,분기순이익의 귀속,,,,,,,,,,ifrs-full_ProfitLossAttributableToAbstract,
814,   지배기업 소유주지분,,,,,,,,,,ifrs-full_ProfitLossAttributableToOwnersOfParent,
815,   비지배지분,,,,,,,,,,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,
816,주당손익,,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
817,   기본주당이익,,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
818,   희석주당이익,,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
819,매출액,,,,,,,,,,ifrs-full_Revenue,
820,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
821,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
822,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
823,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
824,기타수익,,,,,,,,,,dart_OtherGains,
825,기타비용,,,,,,,,,,dart_OtherLosses,
826,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
827,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
828,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
829,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
830,분기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
831,   지배기업소유주지분,,,,,,,,,,ifrs-full_ProfitLossAttributableToOwnersOfParent,
832,   비지배지분,,,,,,,,,,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,
833,지배회사 소유주지분에 대한 주당이익,,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
834,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
835,   희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
836,영업수익,,,,,,,,,,ifrs-full_Revenue,
837,영업비용,,,,,,,,,,ifrs-full_CostOfSales,
838,대손상각비,,,,,,,,,,,
839,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
840,지분법이익,,,,,,,,,,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,
841,지분법손실,,,,,,,,,,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,
842,지분법적용투자주식처분이익,,,,,,,,,,,
843,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
844,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
845,기타영업외수익,,,,,,,,,,dart_OtherGains,
846,기타영업외비용,,,,,,,,,,dart_OtherLosses,
847,법인세비용차감전이익,,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
848,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
849,계속영업당기순이익,,,,,,,,,,ifrs-full_ProfitLossFromContinuingOperations,
850,중단영업(손실),,,,,,,,,,ifrs-full_ProfitLossFromDiscontinuedOperations,
851,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
852,당기순이익(손실)의 귀속 [abstract],,,,,,,,,,ifrs-full_ProfitLossAttributableToAbstract,
853,   지배기업소유주귀속 당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLossAttributableToOwnersOfParent,
854,   비지배지분 귀속 당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,
855,지배기업소유주지분에 대한 주당손익,,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
856,   기본주당순이익,,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
857,      계속영업 기본주당이익(손실),,,,,,,,,,,
858,      중단영업 기본주당이익(손실),,,,,,,,,,,
859,   희석주당순이익,,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
860,      계속영업 기본주당이익(손실),,,,,,,,,,,
861,      중단영업 기본주당이익(손실),,,,,,,,,,,
862,매출액,,,,,,,,,,ifrs-full_Revenue,
863,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
864,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
865,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
866,대손상각비,,,,,,,,,,,
867,영업이익,,,,,,,,,,dart_OperatingIncomeLoss,
868,기타수익,,,,,,,,,,dart_OtherGains,
869,기타비용,,,,,,,,,,dart_OtherLosses,
870,기타의대손상각비,,,,,,,,,,,
871,관계기업에 대한 지분법손익,,,,,,,,,,ifrs-full_GainsLossesArisingFromDifferenceBetweenPreviousCarryingAmountAndFairValueOfFinancialAssetsReclassifiedAsMeasuredAtFairValue,
872,이자수익,,,,,,,,,,dart_OtherGains,
873,기타금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
874,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
875,법인세비용차감전순이익,,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
876,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
877,당기순이익,,,,,,,,,,ifrs-full_ProfitLoss,
878,당기순이익의귀속,,,,,,,,,,ifrs-full_ProfitLossAttributableToAbstract,
879,   지배기업의 소유주지분,,,,,,,,,,ifrs-full_ProfitLossAttributableToOwnersOfParent,
880,   비지배지분,,,,,,,,,,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,
881,지배기업의 소유주지분에 대한 주당이익,,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
882,   기본주당손익,,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
883,      보통주기본주당손익,,,,,,,,,,,
884,      우선주기본주당손익,,,,,,,,,,,
885,   희석주당손익,,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
886,      보통주희석주당손익,,,,,,,,,,,
887,      우선주희석주당손익,,,,,,,,,,,
888,영업수익,,,,,,,,,,ifrs-full_Revenue,
889,영업비용,,,,,,,,,,ifrs-full_CostOfSales,
890,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
891,기타수익,,,,,,,,,,dart_OtherGains,
892,기타비용,,,,,,,,,,dart_OtherLosses,
893,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
894,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
895,계속법인세비용차감전순이익,,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
896,계속법인세비용(수익),,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
897,계속당기순이익(손실),,,,,,,,,,,
898,중단당기순이익(손실),,,,,,,,,,,
899,당기순이익(손실)의 귀속 [abstract],,,,,,,,,,ifrs-full_ProfitLossAttributableToAbstract,
900,   지배기업의 소유주에게 귀속되는 당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLossAttributableToOwnersOfParent,
901,   비지배지분에 귀속되는 당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,
902,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
903,주당순이익,,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
904,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
905,   희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
906,매출액,,,,,,,,,,ifrs-full_Revenue,
907,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
908,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
909,판매비및관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
910,영업이익,,,,,,,,,,dart_OperatingIncomeLoss,
911,기타수익,,,,,,,,,,dart_OtherGains,
912,기타비용,,,,,,,,,,dart_OtherLosses,
913,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
914,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
915,지분법투자손익,,,,,,,,,,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,
916,법인세비용차감전순이익,,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
917,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
918,분기순이익,,,,,,,,,,ifrs-full_ProfitLoss,
919,분기순이익의 귀속,,,,,,,,,,ifrs-full_ProfitLossAttributableToAbstract,
920,   지배기업 소유주지분,,,,,,,,,,ifrs-full_ProfitLossAttributableToOwnersOfParent,
921,   비지배지분,,,,,,,,,,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,
922,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
923,   보통주 분기 기본 및 희석 주당이익,,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
924,   우선주 분기 기본 및 희석 주당이익,,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
925,매출액,,,,,,,,,,ifrs-full_Revenue,
926,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
927,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
928,판매비와 관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
929,영업이익,,,,,,,,,,dart_OperatingIncomeLoss,
930,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
931,금융원가,,,,,,,,,,ifrs-full_FinanceCosts,
932,관계기업 및 종속기업 손상차손,,,,,,,,,,,
933,기타이익,,,,,,,,,,dart_OtherGains,
934,기타손실,,,,,,,,,,dart_OtherLosses,
935,법인세비용차감전순이익,,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
936,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
937,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
938,당기순이익의 귀속,,,,,,,,,,ifrs-full_ProfitLossAttributableToAbstract,
939,   지배기업의 소유주에게 귀속되는 당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLossAttributableToOwnersOfParent,
940,   비지배지분에 귀속되는 당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,
941,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
942,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
943,매출액,,,,,,,,,,ifrs-full_Revenue,
944,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
945,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
946,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
947,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
948,관계기업투자 당기손익 지분,,,,,,,,,,,
949,기타수익,,,,,,,,,,dart_OtherGains,
950,기타비용,,,,,,,,,,dart_OtherLosses,
951,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
952,금융원가,,,,,,,,,,ifrs-full_FinanceCosts,
953,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
954,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
955,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
956,당기순이익의 귀속,,,,,,,,,,ifrs-full_ProfitLossAttributableToAbstract,
957,   지배기업의 소유주지분,,,,,,,,,,ifrs-full_ProfitLossAttributableToOwnersOfParent,
958,   비지배지분,,,,,,,,,,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,
959,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
960,   기본주당순이익,,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
961,   희석주당순이익,,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
962,매출액,,,,,,,,,,ifrs-full_Revenue,
963,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
964,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
965,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
966,영업이익,,,,,,,,,,dart_OperatingIncomeLoss,
967,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
968,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
969,기타영업외수익,,,,,,,,,,dart_OtherGains,
970,기타영업외비용,,,,,,,,,,dart_OtherLosses,
971,지분법이익,,,,,,,,,,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,
972,법인세비용차감전순이익,,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
973,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
974,분기순이익,,,,,,,,,,ifrs-full_ProfitLoss,
975,분기순손익의 귀속,,,,,,,,,,ifrs-full_ProfitLossAttributableToAbstract,
976,   지배기업의 소유주,,,,,,,,,,ifrs-full_ProfitLossAttributableToOwnersOfParent,
977,   비지배지분,,,,,,,,,,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,
978,주당순이익,,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
979,   기본주당순이익,,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
980,   희석주당순이익,,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
981,매출액,,,,,,,,,,ifrs-full_Revenue,
982,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
983,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
984,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
985,대손충당금(환입),,,,,,,,,,,
986,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
987,기타수익,,,,,,,,,,dart_OtherGains,
988,기타비용,,,,,,,,,,dart_OtherLosses,
989,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
990,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
991,"관계,공동기업투자손익",,,,,,,,,,,
992,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
993,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
994,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
995,당기순이익(손실)의 귀속 [abstract],,,,,,,,,,ifrs-full_ProfitLossAttributableToAbstract,
996,   지배주주순이익,,,,,,,,,,ifrs-full_ProfitLossAttributableToOwnersOfParent,
997,   비지배주주순이익,,,,,,,,,,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,
998,지배기업의 소유주지분에 대한 주당이익,,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
999,   기본(희석)주당순이익,,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
1000,매출액,,,,,,,,,,ifrs-full_Revenue,
1001,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
1002,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
1003,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
1004,영업이익,,,,,,,,,,dart_OperatingIncomeLoss,
1005,기타이익,,,,,,,,,,dart_OtherGains,
1006,기타비용,,,,,,,,,,dart_OtherLosses,
1007,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
1008,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
1009,지분법 손익,,,,,,,,,,,
1010,법인세비용차감전순이익,,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
1011,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
1012,당기순이익,,,,,,,,,,ifrs-full_ProfitLoss,
1013,당기순이익(손실)의 귀속 [abstract],,,,,,,,,,ifrs-full_ProfitLossAttributableToAbstract,
1014,   지배기업의 소유주에게 귀속되는 당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLossAttributableToOwnersOfParent,
1015,   비지배지분에 귀속되는 당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,
1016,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
1017,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
1018,   희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
1019,매출액,,,,,,,,,,ifrs-full_Revenue,
1020,   상품 및 제품매출액,,,,,,,,,,,
1021,   공사매출액,,,,,,,,,,dart_RevenueFromConstruction,
1022,   임대료수입,,,,,,,,,,dart_RevenueFromRenderingOfServicesRental,
1023,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
1024,   상품 및 제품매출원가,,,,,,,,,,,
1025,   공사매출원가,,,,,,,,,,dart_CostOfSalesFromConstruction,
1026,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
1027,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
1028,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
1029,기타영업외수익,,,,,,,,,,dart_OtherGains,
1030,기타영업외비용,,,,,,,,,,dart_OtherLosses,
1031,관계기업에대한지분법손익,,,,,,,,,,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,
1032,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
1033,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
1034,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
1035,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
1036,계속영업이익(손실),,,,,,,,,,ifrs-full_ProfitLossFromContinuingOperations,
1037,중단영업이익(손실),,,,,,,,,,ifrs-full_ProfitLossFromDiscontinuedOperations,
1038,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
1039,당기순이익(손실)의 귀속 [abstract],,,,,,,,,,ifrs-full_ProfitLossAttributableToAbstract,
1040,   지배지분,,,,,,,,,,ifrs-full_ProfitLossAttributableToOwnersOfParent,
1041,   비지배지분,,,,,,,,,,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,
1042,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
1043,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
1044,   희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
1045,수익(매출액),,,,,,,,,,ifrs-full_Revenue,
1046,   재화의 판매로 인한 수익(매출액),,,,,,,,,,ifrs-full_RevenueFromSaleOfGoods,
1047,   공사수익,,,,,,,,,,dart_RevenueFromConstruction,
1048,   임가공매출,,,,,,,,,,dart_RevenueFromRenderingOfServicesProcession,
1049,   기타수익(매출액),,,,,,,,,,ifrs-full_OtherRevenue,
1050,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
1051,   재화의 판매로 인한 수익(매출액)에 대한 매출원가,,,,,,,,,,dart_CostOfSalesFromSaleOfGoods,
1052,   공사매출원가,,,,,,,,,,dart_CostOfSalesFromConstruction,
1053,   임가공매출원가,,,,,,,,,,dart_CostOfSalesFromRenderingOfServicesProcession,
1054,   기타수익(매출액)에 대한 매출원가,,,,,,,,,,dart_OtherCostOfSales,
1055,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
1056,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
1057,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
1058,기타이익,,,,,,,,,,dart_OtherGains,
1059,기타손실,,,,,,,,,,dart_OtherLosses,
1060,관계기업에 대한 지분법손익,,,,,,,,,,ifrs-full_GainsLossesArisingFromDifferenceBetweenPreviousCarryingAmountAndFairValueOfFinancialAssetsReclassifiedAsMeasuredAtFairValue,
1061,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
1062,금융원가,,,,,,,,,,ifrs-full_FinanceCosts,
1063,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
1064,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
1065,계속영업이익(손실),,,,,,,,,,ifrs-full_ProfitLossFromContinuingOperations,
1066,중단영업이익(손실),,,,,,,,,,ifrs-full_ProfitLossFromDiscontinuedOperations,
1067,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
1068,당기순이익(손실)의 귀속 [abstract],,,,,,,,,,ifrs-full_ProfitLossAttributableToAbstract,
1069,   지배기업의 소유주에게 귀속되는 당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLossAttributableToOwnersOfParent,
1070,   비지배지분에 귀속되는 당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,
1071,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
1072,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
1073,   희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
1074,매출액,,,,,,,,,,ifrs-full_Revenue,
1075,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
1076,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
1077,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
1078,영업이익,,,,,,,,,,dart_OperatingIncomeLoss,
1079,기타수익,,,,,,,,,,dart_OtherGains,
1080,기타비용,,,,,,,,,,dart_OtherLosses,
1081,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
1082,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
1083,관계기업 및 공동기업투자 이익(손실),,,,,,,,,,,
1084,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
1085,법인세비용(수익),,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
1086,분기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
1087,분기순이익(손실)의 귀속,,,,,,,,,,ifrs-full_ProfitLossAttributableToAbstract,
1088,   지배기업의 소유주지분,,,,,,,,,,ifrs-full_ProfitLossAttributableToOwnersOfParent,
1089,   비지배지분,,,,,,,,,,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,
1090,주당손익,,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
1091,   기본주당이익,,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
1092,   희석주당손익,,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
1093,매출액,,,,,,,,,,ifrs-full_Revenue,
1094,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
1095,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
1096,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
1097,   판매및관리비용,,,,,,,,,,dart_MiscellaneousExpenses,
1098,   수취채권손상차손,,,,,,,,,,dart_ImpairmentLossRecoveryOfAccountsReceivables,
1099,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
1100,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
1101,금융원가,,,,,,,,,,ifrs-full_FinanceCosts,
1102,기타수익,,,,,,,,,,dart_OtherGains,
1103,기타비용,,,,,,,,,,dart_OtherLosses,
1104,관계기업투자손익,,,,,,,,,,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,
1105,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
1106,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
1107,분기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
1108,분기순이익(손실)의 귀속,,,,,,,,,,ifrs-full_ProfitLossAttributableToAbstract,
1109,   지배기업 귀속,,,,,,,,,,ifrs-full_ProfitLossAttributableToOwnersOfParent,
1110,   비지배지분 귀속,,,,,,,,,,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,
1111,주당손익,,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
1112,   보통주 기본및희석주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
1113,   구형우선주 기본및희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
1114,수익(매출액),,,,,,,,,,ifrs-full_Revenue,
1115,   운송매출,,,,,,,,,,dart_RevenueFromRenderingOfServicesTransportation,
1116,   기타수익(매출액),,,,,,,,,,ifrs-full_OtherRevenue,
1117,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
1118,   운송매출원가,,,,,,,,,,dart_CostOfSalesFromRenderingOfServicesTransportation,
1119,   기타수익(매출액)에 대한 매출원가,,,,,,,,,,dart_OtherCostOfSales,
1120,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
1121,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
1122,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
1123,기타이익,,,,,,,,,,dart_OtherGains,
1124,기타손실,,,,,,,,,,dart_OtherLosses,
1125,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
1126,금융원가,,,,,,,,,,ifrs-full_FinanceCosts,
1127,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
1128,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
1129,계속영업이익(손실),,,,,,,,,,ifrs-full_ProfitLossFromContinuingOperations,
1130,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
1131,당기순이익(손실)의 귀속 [abstract],,,,,,,,,,ifrs-full_ProfitLossAttributableToAbstract,
1132,   지배기업의 소유주에게 귀속되는 당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLossAttributableToOwnersOfParent,
1133,   비지배지분에 귀속되는 당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,
1134,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
1135,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
1136,   희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
1137,매출액,,,,,,,,,,ifrs-full_Revenue,
1138,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
1139,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
1140,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
1141,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
1142,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
1143,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
1144,기타영업외수익,,,,,,,,,,dart_OtherGains,
1145,기타영업외비용,,,,,,,,,,dart_OtherLosses,
1146,지분법적용투자이익(손실),,,,,,,,,,,
