,항목명,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,당기 1분기 3개월
265,지분법손익,,,,,,,,,,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,
266,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
267,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
268,계속영업이익(손실),,,,,,,,,,ifrs-full_ProfitLossFromContinuingOperations,
269,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
270,당기순이익(손실)의 귀속 [abstract],,,,,,,,,,ifrs-full_ProfitLossAttributableToAbstract,
271,   지배기업의 소유주에게 귀속되는 당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLossAttributableToOwnersOfParent,
272,   비지배지분에 귀속되는 당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,
273,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
274,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
275,   희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
276,수익(매출액),,,,,,,,,,ifrs-full_Revenue,
277,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
278,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
279,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
280,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
281,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
282,금융원가,,,,,,,,,,ifrs-full_FinanceCosts,
283,기타이익,,,,,,,,,,dart_OtherGains,
284,기타손실,,,,,,,,,,dart_OtherLosses,
285,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
286,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
287,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
288,당기순이익(손실)의 귀속 [abstract],,,,,,,,,,ifrs-full_ProfitLossAttributableToAbstract,
289,   지배기업의 소유주에게 귀속되는 당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLossAttributableToOwnersOfParent,
290,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
291,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
292,매출 및 지분법 손익,,,,,,,,,,ifrs-full_Revenue,
293,   제품및상품매출,,,,,,,,,,ifrs-full_RevenueFromSaleOfGoods,
294,   용역매출,,,,,,,,,,ifrs-full_RevenueFromRenderingOfServices,
295,   건설형계약매출,,,,,,,,,,ifrs-full_RevenueFromConstructionContracts,
296,   지분법손익,,,,,,,,,,ifrs-full_OtherRevenue,
297,   기타매출,,,,,,,,,,ifrs-full_OtherRevenue,
298,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
299,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
300,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
301,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
302,   금융수익,,,,,,,,,,dart_OtherFinancialIncome,
303,   금융비용,,,,,,,,,,dart_InterestExpenseFinanceExpense,
304,   기타영업외수익,,,,,,,,,,dart_MiscellaneousIncome,
305,   기타영업외비용,,,,,,,,,,dart_OtherFinancialExpenses,
306,법인세비용차감전계속영업이익,,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
307,계속영업법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
308,계속영업이익(손실),,,,,,,,,,ifrs-full_ProfitLossFromContinuingOperations,
309,중단영업이익(손실),,,,,,,,,,ifrs-full_ProfitLossFromDiscontinuedOperations,
310,분기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
311,분기순이익(손실)의 귀속,,,,,,,,,,ifrs-full_ProfitLossAttributableToAbstract,
312,   지배기업의 소유주,,,,,,,,,,ifrs-full_ProfitLossAttributableToOwnersOfParent,
313,   비지배지분,,,,,,,,,,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,
314,주당이익(단위 : 원),,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
315,   계속영업과 중단영업,,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
316,      기본/희석주당순이익,,,,,,,,,,,
317,      구형우선주 기본/희석주당순이익,,,,,,,,,,,
318,   계속영업,,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
319,      기본/희석주당순이익,,,,,,,,,,,
320,      구형우선주 기본/희석주당순이익,,,,,,,,,,,
321,매출액,,,,,,,,,,ifrs-full_Revenue,
322,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
323,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
324,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
325,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
326,영업외손익,,,,,,,,,,ifrs-full_FinanceIncome,
327,   금융수익,,,,,,,,,,dart_OtherFinancialIncome,
328,   금융원가,,,,,,,,,,dart_GainsOnForeignExchangeTranslationsFinancialIncome,
329,   지분법주식관련 손익,,,,,,,,,,,
330,   기타영업외손익,,,,,,,,,,,
331,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
332,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
333,분기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
334,분기순이익(손실)의 귀속,,,,,,,,,,ifrs-full_ProfitLossAttributableToAbstract,
335,   지배기업 소유주지분,,,,,,,,,,ifrs-full_ProfitLossAttributableToOwnersOfParent,
336,   비지배지분,,,,,,,,,,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,
337,주당손익,,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
338,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
339,   희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
340,매출액,,,,,,,,,,ifrs-full_Revenue,
341,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
342,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
