항목명,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,당기 1분기 3개월_0,당기 1분기 3개월_1,당기 1분기 3개월_0,당기 1분기 3개월_1
지분법처분손익,아이에스동서,유가증권시장상장법인,232,"내화, 비내화 요업제품 제조업",12,2020-03-31,1분기보고서,KRW,entity00115977,,,0,0
파생상품평가손익,아이에스동서,유가증권시장상장법인,232,"내화, 비내화 요업제품 제조업",12,2020-03-31,1분기보고서,KRW,ifrs-full_GainsLossesOnChangeInValueOfTimeValueOfOptionsNetOfTax,,,"-83,962,992","-294,904,693"
기타비용,아이에스이커머스,코스닥시장상장법인,479,무점포 소매업,12,2020-03-31,1분기보고서,KRW,dart_OtherLosses,,,"23,778,812",
기타수익,아이에스이커머스,코스닥시장상장법인,479,무점포 소매업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains,,,"276,020,124",
기타의대손상각비,아이에스이커머스,코스닥시장상장법인,479,무점포 소매업,12,2020-03-31,1분기보고서,KRW,dart_AllowanceForOtherDoubtfulAccounts,,,,
대손상각비,아이에스이커머스,코스닥시장상장법인,479,무점포 소매업,12,2020-03-31,1분기보고서,KRW,dart_BadDebtExpenses,,,"-659,763,947","-659,763,947"
지분법자본변동,아이에스이커머스,코스닥시장상장법인,479,무점포 소매업,12,2020-03-31,1분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,,,,"-5,308,283"
투자손실,아이에스이커머스,코스닥시장상장법인,479,무점포 소매업,12,2020-03-31,1분기보고서,KRW,dart_OtherLosses,,,,
투자손익,아이에스이커머스,코스닥시장상장법인,479,무점포 소매업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains,,,,"-520,494,812"
해외사업환산이익,아이에스이커머스,코스닥시장상장법인,479,무점포 소매업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax,,,,"27,192,117"
지분법이익,아이에이,코스닥시장상장법인,262,전자부품 제조업,12,2020-03-31,1분기보고서,KRW,dart_ProfitsOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,,,,"-704,259,565"
관계기업투자관련손익,아이에이치큐,유가증권시장상장법인,591,"영화, 비디오물, 방송프로그램 제작 및 배급업",12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,,,,"-6,046,231"
비지배지분,아이에이치큐,유가증권시장상장법인,591,"영화, 비디오물, 방송프로그램 제작 및 배급업",12,2020-03-31,1분기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests,,,,"-43,420,645"
비지배지분,아이에이치큐,유가증권시장상장법인,591,"영화, 비디오물, 방송프로그램 제작 및 배급업",12,2020-03-31,1분기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests,,,,"-43,420,645"
지배기업소유주지분,아이에이치큐,유가증권시장상장법인,591,"영화, 비디오물, 방송프로그램 제작 및 배급업",12,2020-03-31,1분기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,,,,"-5,487,015,810"
지배기업소유주지분,아이에이치큐,유가증권시장상장법인,591,"영화, 비디오물, 방송프로그램 제작 및 배급업",12,2020-03-31,1분기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,,,,"-5,487,015,810"
관계기업에대한지분법손익,아이엠,코스닥시장상장법인,262,전자부품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GainsLossesArisingFromDifferenceBetweenPreviousCarryingAmountAndFairValueOfFinancialAssetsReclassifiedAsMeasuredAtFairValue,,,,"41,614,083"
지분법손익,아이오케이,코스닥시장상장법인,591,"영화, 비디오물, 방송프로그램 제작 및 배급업",12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,,,"-1,904,284,134","-1,904,284,134"
금융비용,아이원스,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceCosts,,,"-728,554,986","-728,554,986"
금융수익,아이원스,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceIncome,,,"49,318,984","49,341,745"
기타손익,아이원스,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains,,,"-382,753,539","-382,730,064"
기타영업외비용,아이원스,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherLosses,,,"-1,030,816,021","-1,030,816,021"
기타영업외수익,아이원스,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains,,,"1,327,298,484","1,327,299,198"
일반관리비,아이원스,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,,,"5,777,688,921","5,861,437,123"
판매비,아이원스,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,dart_SalesPromotionExpenses,,,"71,615,985","71,615,985"
분기총포괄손실,아이진,코스닥시장상장법인,701,자연과학 및 공학 연구개발업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ComprehensiveIncome,,,,"-3,985,867,381"
지분법이익,아이진,코스닥시장상장법인,701,자연과학 및 공학 연구개발업,12,2020-03-31,1분기보고서,KRW,dart_ProfitsOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,,,,"32,444,695"
지분법자본변동,아이진,코스닥시장상장법인,701,자연과학 및 공학 연구개발업,12,2020-03-31,1분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,,,"-1,431,946","-1,431,946"
해외사업환산손익,아이진,코스닥시장상장법인,701,자연과학 및 공학 연구개발업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax,,,,"-10,227,034"
후속적으로당기손익으로재분류되는항목,아이진,코스닥시장상장법인,701,자연과학 및 공학 연구개발업,12,2020-03-31,1분기보고서,KRW,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,,,,
지분법이익,아이큐어,코스닥시장상장법인,212,의약품 제조업,12,2020-03-31,1분기보고서,KRW,dart_ProfitsOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,,,,"267,346,979"
계속영업기본주당손익,아이톡시,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2020-03-31,1분기보고서,KRW,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations,,,,-147
계속영업이익(손실),아이톡시,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossFromContinuingOperations,,,,"-1,056,102,484"
계속영업희석주당순손익,아이톡시,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2020-03-31,1분기보고서,KRW,entity00346911,,,,-147
비지배지분,아이톡시,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests,,,,0
비지배지분귀속당기순이익(손실),아이톡시,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,,,,"-18,532,915"
중단영업기본주당손익,아이톡시,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2020-03-31,1분기보고서,KRW,ifrs-full_BasicEarningsLossPerShareFromDiscontinuedOperations,,,,0
중단영업이익(손실),아이톡시,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossFromDiscontinuedOperations,,,,0
중단영업이익(손실),아이톡시,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossFromDiscontinuedOperations,,,,0
중단영업희석주당순손익,아이톡시,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2020-03-31,1분기보고서,KRW,entity00346911,,,,0
지배기업의소유주,아이톡시,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossAttributableToOwnersOfParent,,,,0
지배기업의소유주귀속당기순이익(손실),아이톡시,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2020-03-31,1분기보고서,KRW,entity00346911,,,,"-1,056,102,484"
관계기업투자손익,아이티센,코스닥시장상장법인,620,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,,,,"-972,130,704"
지분법이익잉여금변동,아이티센,코스닥시장상장법인,620,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",12,2020-03-31,1분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax,,,,"-43,359,432"
지분법자본변동,아이티센,코스닥시장상장법인,620,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",12,2020-03-31,1분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,,,,"-339,851,001"
확정급여제도의재측정요소,아이티센,코스닥시장상장법인,620,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",12,2020-03-31,1분기보고서,KRW,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,,,,"-9,073,706"
후속적으로당기손익으로재분류되지않는항목,아이티센,코스닥시장상장법인,620,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",12,2020-03-31,1분기보고서,KRW,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,,,,"-52,433,138"
지분법손실,아진산업,코스닥시장상장법인,303,자동차 신품 부품 제조업,12,2020-03-31,1분기보고서,KRW,dart_LossesOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,,,"1,436,487,011","25,327,694"
지분법이익,아진산업,코스닥시장상장법인,303,자동차 신품 부품 제조업,12,2020-03-31,1분기보고서,KRW,dart_ProfitsOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,,,"725,784,365",
비지배지분,아톤,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests,,"-49,133,135",,
지배기업의소유주,아톤,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossAttributableToOwnersOfParent,,"978,300,830",,
관계기업손익,아프리카TV,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,,,,"-105,814,088"
기타포괄손익-공정가치금융자산평가손익,아프리카TV,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,,,0,0
관계기업에대한지분법손익,안국약품,코스닥시장상장법인,212,의약품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GainsLossesArisingFromDifferenceBetweenPreviousCarryingAmountAndFairValueOfFinancialAssetsReclassifiedAsMeasuredAtFairValue,,,,"252,985,324"
매도가능증권평가이익,안트로젠,코스닥시장상장법인,467,기타 전문 도매업,12,2020-03-31,1분기보고서,KRW,entity00631837,,,0,
장기기타포괄공정가치금융자산평가이익,안트로젠,코스닥시장상장법인,467,기타 전문 도매업,12,2020-03-31,1분기보고서,KRW,entity00631837,,,"-1,173,568,219",
확정급여제도의재측정요소,안트로젠,코스닥시장상장법인,467,기타 전문 도매업,12,2020-03-31,1분기보고서,KRW,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,,,0,
관계기업지분법이익(손실),알루코,유가증권시장상장법인,242,1차 비철금속 제조업,12,2020-03-31,1분기보고서,KRW,entity00117027,,,,0
경상연구개발비,알리코제약,코스닥시장상장법인,213,의료용품 및 기타 의약 관련제품 제조업,12,2020-03-31,1분기보고서,KRW,dart_OrdinaryDevelopmentExpense,,,"628,177,618",
기타포괄손익공정가치측정자산평가손익,알리코제약,코스닥시장상장법인,213,의료용품 및 기타 의약 관련제품 제조업,12,2020-03-31,1분기보고서,KRW,entity00447007,,,"-1,185,268",
세후기타포괄손익,알리코제약,코스닥시장상장법인,213,의료용품 및 기타 의약 관련제품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncome,,,,
후속적으로당기손익으로재분류될수있는항목,알리코제약,코스닥시장상장법인,213,의료용품 및 기타 의약 관련제품 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,,,,
관계기업투자주식관련손익,알서포트,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,,,"-2,404,396,454",
종속기업및관계기업투자주식관련손익,알서포트,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,,,,"-2,404,396,454"
종속기업투자주식관련손익,알서포트,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2020-03-31,1분기보고서,KRW,entity00838962,,,,
장기금융상품처분손실,알에스오토메이션,코스닥시장상장법인,262,전자부품 제조업,12,2020-03-31,1분기보고서,KRW,entity00858124,,,0,0
장기금융상품처분이익,알에스오토메이션,코스닥시장상장법인,262,전자부품 제조업,12,2020-03-31,1분기보고서,KRW,entity00858124,,,0,0
관계기업투자이익(손실),알에프텍,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,,,,0
기타포괄손익-공정가치측정금융자산평가손실,알에프텍,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,,,0,0
당기손익으로재분류되지않는항목과관련된법인세,알에프텍,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,dart_IncomeTaxRelatingToComponentsOfOtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLoss,,,0,0
연구개발비,알에프텍,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,dart_OrdinaryDevelopmentExpense,,,"1,989,953,509","1,989,953,509"
종속기업및관계기업투자이익(손실),알에프텍,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,,,"1,019,254",
판매관리비,알에프텍,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,dart_MiscellaneousExpenses,,,"3,971,490,647","6,215,078,121"
해외사업환산이익(손실),알톤스포츠,코스닥시장상장법인,319,그 외 기타 운송장비 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax,,,,"52,709,864"
후속적으로당기손익으로재분류되는항목,알톤스포츠,코스닥시장상장법인,319,그 외 기타 운송장비 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,,,,"52,709,864"
관계기업투자손익,알파홀딩스,코스닥시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,,,,"65,716,911"
비지배분,알파홀딩스,코스닥시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,,,,"-1,079,335"
비지배지분,알파홀딩스,코스닥시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests,,,,"-1,079,335"
지배기업의소유주,알파홀딩스,코스닥시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossAttributableToOwnersOfParent,,,,"-4,109,134,481"
지배주주지분,알파홀딩스,코스닥시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,,,,"-4,109,134,481"
-해외사업환산손익,애경산업,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-03-31,1분기보고서,KRW,entity00139454,,,,"183,302,323"
-확정급여채무의재측정요소,애경산업,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-03-31,1분기보고서,KRW,entity00139454,,,,
5.지분법손익,애경산업,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-03-31,1분기보고서,KRW,entity00139454,,,,"-75,457,623"
5.지분법이익,애경산업,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-03-31,1분기보고서,KRW,entity00139454,,,"-75,457,623",
Ⅷ.당기순이익,애경산업,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-03-31,1분기보고서,KRW,entity00139454,,,"9,807,902,245",
지배기업소유주지분,애경산업,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,,,,"9,332,578,799"
후속적으로당기손익으로재분류되는항목,애경산업,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,,,,"183,302,323"
후속적으로당기손익으로재분류되지않는항목,애경산업,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,,,,
관계기업에대한지분법이익,애경유화,유가증권시장상장법인,201,기초 화학물질 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,,,,"-281,254,315"
기타포괄손익-공정가치금융자산평가손익,애경유화,유가증권시장상장법인,201,기초 화학물질 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,,,,"3,849,222"
기타포괄손익공정가치측정금융자산평가손익,애경유화,유가증권시장상장법인,201,기초 화학물질 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GainsLossesOnRemeasuringAvailableforsaleFinancialAssetsNetOfTax,,,"3,849,222",
관계기업에대한지분법손익,액토즈소프트,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GainsLossesArisingFromDifferenceBetweenPreviousCarryingAmountAndFairValueOfFinancialAssetsReclassifiedAsMeasuredAtFairValue,,,,"-584,349"
기타포괄손익-공정가치지분상품평가손익,액토즈소프트,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2020-03-31,1분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax,,,,"2,072,763,762"
기타포괄손익-공정가치측정지분상품평가손익,액토즈소프트,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,,,"-3,820,000",
대손상각비,액토즈소프트,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2020-03-31,1분기보고서,KRW,dart_BadDebtExpenses,,,,
지분법이익잉여금변동,액토즈소프트,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2020-03-31,1분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax,,,,0
관계기업및종속기업투자손익,액트,코스닥시장상장법인,262,전자부품 제조업,12,2020-03-31,1분기보고서,KRW,entity00533924,,,"118,350",
기타비용,앤씨앤,코스닥시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherLosses,,,,"175,308,473"
기타포괄손익-공정가치금융자산손상,앤씨앤,코스닥시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,entity00537337,,,,0
기타포괄손익-공정가치금융자산평가손익,앤씨앤,코스닥시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,,,,
확정급여제도의재측정요소,앱클론,코스닥시장상장법인,213,의료용품 및 기타 의약 관련제품 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,,,0,
관계기업투자관련손익,야스,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,,,,"34,272,678"
확정급여채무재측정손익,양지사,코스닥시장상장법인,181,인쇄 및 인쇄관련 산업,6,2020-09-30,1분기보고서,KRW,entity00139685,,,"-10,760",
후속적으로당기손익으로재분류되지않는포괄손익,양지사,코스닥시장상장법인,181,인쇄 및 인쇄관련 산업,6,2020-09-30,1분기보고서,KRW,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,,,"-10,760",
기타포괄손익-공정가치측정금융자산평가이익(세후기타포괄손익),어보브반도체,코스닥시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,entity00591441,,,,"38,575,084"
공정가치측정금융자산평가손익(세후기타포괄손익),에너토크,코스닥시장상장법인,291,일반 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,entity00169215,,,"-382,239,000","-382,239,000"
기타의대손상각비환입,에너토크,코스닥시장상장법인,291,일반 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,entity00169215,,,"50,000,000","50,000,000"
기타포괄-공정가치측정금융자산평가손익,에스넷,코스닥시장상장법인,620,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,,,,"15,573,441"
기타포괄손익-공정가치측정금융자산평가손익,에스넷,코스닥시장상장법인,620,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,,,,
확정급여제도재측정요소,에스넷,코스닥시장상장법인,620,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",12,2020-03-31,1분기보고서,KRW,entity00264635,,,,"-47,775,284"
금융비용,에스디시스템,코스닥시장상장법인,262,전자부품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceCosts,,,"2,042,685,962",
금융수익,에스디시스템,코스닥시장상장법인,262,전자부품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceIncome,,,"58,463,883",
기타손실,에스디시스템,코스닥시장상장법인,262,전자부품 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherLosses,,,"38,685,262",
기타이익,에스디시스템,코스닥시장상장법인,262,전자부품 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains,,,"432,871,751",
영업외손익,에스디시스템,코스닥시장상장법인,262,전자부품 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains,,,"-1,590,035,590",
계속사업이익(손실),에스마크,코스닥시장상장법인,131,방적 및 가공사 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossFromContinuingOperations,,,,"-245,987,674"
계속사업이익(손실),에스마크,코스닥시장상장법인,131,방적 및 가공사 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossFromContinuingOperations,,,,"-3,176,666"
중단사업이익(손실),에스마크,코스닥시장상장법인,131,방적 및 가공사 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossFromDiscontinuedOperations,,,,0
관계기업및공동기업투자손익,에스맥,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,,,"-7,636,250,000","3,833,932,807"
기타포괄손익-공정가치측정금융자산평가손익,에스맥,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,,,,"-958,783,680"
기타포괄손익-공정가치측정금융자산평가손익(지분상품),에스맥,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,,,"-958,783,680",
매도가능증권평가손익,에스맥,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GainsLossesOnRemeasuringAvailableforsaleFinancialAssetsNetOfTax,,,0,
비지배지분에귀속되는총포괄손익,에스맥,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests,,,,"174,574,893"
종속기업투자손익,에스맥,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,,,0,
확정급여제도의재측정요소,에스맥,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,,,0,0
지분법손실,에스모,코스닥시장상장법인,303,자동차 신품 부품 제조업,12,2020-03-31,1분기보고서,KRW,dart_LossesOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,,,,"1,795,023,420"
법인세효과,에스씨디,코스닥시장상장법인,285,가정용 기기 제조업,12,2020-03-31,1분기보고서,KRW,dart_IncomeTaxRelatingToComponentsOfOtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLoss,,,"-121,704,785","-121,704,785"
관계기업투자이익,에스아이리소스,코스닥시장상장법인,51,석탄 광업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GainsLossesArisingFromDifferenceBetweenPreviousCarryingAmountAndFairValueOfFinancialAssetsReclassifiedAsMeasuredAtFairValue,,,,
