항목명,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,당기 1분기 3개월_0,당기 1분기 3개월_1,당기 1분기 3개월_0,당기 1분기 3개월_1
보통주기본주당순이익,LG전자,유가증권시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_BasicEarningsLossPerShare,,"5,694",,
보통주기본주당순이익(손실),LG전자,유가증권시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,entity00401731,"3,647",,,
서비스비,LG전자,유가증권시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,entity00401731,"103,993,000,000","255,691,000,000",,
연구개발비,LG전자,유가증권시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,dart_OrdinaryDevelopmentExpense,"462,884,000,000","571,737,000,000",,
우선주기본주당순이익,LG전자,유가증권시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,entity00401731,,"5,706",,
우선주기본주당순이익(손실),LG전자,유가증권시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,entity00401731,"3,659",,,
지분법손실,LG전자,유가증권시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,dart_LossesOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,,"-77,143,000,000",,
판매비,LG전자,유가증권시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,dart_SalesPromotionExpenses,"626,898,000,000","1,685,336,000,000",,
계속영업손익,LG하우시스,유가증권시장상장법인,222,플라스틱제품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossAttributableToOwnersOfParent,,"4,937,000,000",,
계속영업손익,LG하우시스,유가증권시장상장법인,222,플라스틱제품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossAttributableToOwnersOfParent,,"-266,000,000",,
기타포괄손익-공정가치측정금융자산평가손익,LG하우시스,유가증권시장상장법인,222,플라스틱제품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,,,"-199,000,000","-199,000,000"
중단영업손익,LG하우시스,유가증권시장상장법인,222,플라스틱제품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossFromDiscontinuedOperations,,"-343,000,000",,
중단영업손익,LG하우시스,유가증권시장상장법인,222,플라스틱제품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossFromDiscontinuedOperations,,0,,
지분법손익,LG하우시스,유가증권시장상장법인,222,플라스틱제품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,,"-249,000,000",,
관계기업투자손익,LG헬로비전,유가증권시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,"-142,395,699",,,"-142,395,699"
금융수익-기타,LG헬로비전,유가증권시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceIncome,"3,650,999,995",,,"3,655,244,688"
기타영업외비용,LG헬로비전,유가증권시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,dart_OtherLosses,"1,431,541,719",,,"1,624,667,825"
기타영업외수익,LG헬로비전,유가증권시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains,"1,084,928,981",,,"1,149,104,069"
기타의대손상각비,LG헬로비전,유가증권시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,dart_AllowanceForOtherDoubtfulAccounts,,,,
기타포괄손익-공정가치측정지분상품평가손익,LG헬로비전,유가증권시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,,,"-39,117,348","-39,117,348"
대손상각비,LG헬로비전,유가증권시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,dart_BadDebtExpenses,"-3,054,099,171",,,"-3,054,099,171"
비지배지분,LG헬로비전,유가증권시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests,,,,
지배기업의소유주,LG헬로비전,유가증권시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossAttributableToOwnersOfParent,,,,"4,260,770,990"
계속영업손익,LG화학,유가증권시장상장법인,201,기초 화학물질 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossAttributableToOwnersOfParent,"344,885,000,000","60,524,000,000",,
계속영업손익,LG화학,유가증권시장상장법인,201,기초 화학물질 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossAttributableToOwnersOfParent,"344,885,000,000","45,253,000,000",,
계속영업손익,LG화학,유가증권시장상장법인,201,기초 화학물질 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossAttributableToOwnersOfParent,"344,885,000,000","15,271,000,000",,
기타포괄손익-공정가치금융자산손익,LG화학,유가증권시장상장법인,201,기초 화학물질 제조업,12,2020-03-31,1분기보고서,KRW,entity00356361,,,"6,277,000,000","6,276,000,000"
기타포괄손익법인세효과,LG화학,유가증권시장상장법인,201,기초 화학물질 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GainsLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeNetOfTax,,,"-1,369,000,000","-1,363,000,000"
기타포괄손익법인세효과,LG화학,유가증권시장상장법인,201,기초 화학물질 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GainsLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeNetOfTax,,,"-1,369,000,000","5,003,000,000"
기타포괄손익법인세효과,LG화학,유가증권시장상장법인,201,기초 화학물질 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GainsLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeNetOfTax,,,"7,959,000,000","-1,363,000,000"
기타포괄손익법인세효과,LG화학,유가증권시장상장법인,201,기초 화학물질 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GainsLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeNetOfTax,,,"7,959,000,000","5,003,000,000"
보통주기본주당계속영업이익,LG화학,유가증권시장상장법인,201,기초 화학물질 제조업,12,2020-03-31,1분기보고서,KRW,entity00356361,"4,500",589,,
보통주기본주당중단영업손실,LG화학,유가증권시장상장법인,201,기초 화학물질 제조업,12,2020-03-31,1분기보고서,KRW,entity00356361,-315,-315,,
보통주희석주당계속영업이익,LG화학,유가증권시장상장법인,201,기초 화학물질 제조업,12,2020-03-31,1분기보고서,KRW,entity00356361,"4,533",625,,
보통주희석주당중단영업손실,LG화학,유가증권시장상장법인,201,기초 화학물질 제조업,12,2020-03-31,1분기보고서,KRW,entity00356361,-310,-310,,
우선주기본주당계속영업이익,LG화학,유가증권시장상장법인,201,기초 화학물질 제조업,12,2020-03-31,1분기보고서,KRW,entity00356361,"4,513",601,,
우선주기본주당중단영업손실,LG화학,유가증권시장상장법인,201,기초 화학물질 제조업,12,2020-03-31,1분기보고서,KRW,entity00356361,-315,-315,,
우선주희석주당계속영업이익,LG화학,유가증권시장상장법인,201,기초 화학물질 제조업,12,2020-03-31,1분기보고서,KRW,entity00356361,"4,545",638,,
우선주희석주당중단영업손실,LG화학,유가증권시장상장법인,201,기초 화학물질 제조업,12,2020-03-31,1분기보고서,KRW,entity00356361,-310,-310,,
중단영업손익,LG화학,유가증권시장상장법인,201,기초 화학물질 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossFromDiscontinuedOperations,"-24,177,000,000","-24,177,000,000",,
중단영업손익,LG화학,유가증권시장상장법인,201,기초 화학물질 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossFromDiscontinuedOperations,"-24,177,000,000","-24,177,000,000",,
중단영업손익,LG화학,유가증권시장상장법인,201,기초 화학물질 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossFromDiscontinuedOperations,"-24,177,000,000",,,
지분법손익,LG화학,유가증권시장상장법인,201,기초 화학물질 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,,"1,222,000,000",,
관계기업및공동기업손익,LIG넥스원,유가증권시장상장법인,252,무기 및 총포탄 제조업,12,2020-03-31,1분기보고서,KRW,entity00503668,,,,"-183,830,575"
"종속기업,관계기업및공동기업손익",LIG넥스원,유가증권시장상장법인,252,무기 및 총포탄 제조업,12,2020-03-31,1분기보고서,KRW,entity00503668,,,"-240,177,190",
감가상각비,LS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_DepreciationExpense,,,"508,000,000",
계속영업과중단영업기본및희석주당이익(손실),LS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,entity00105952,,,,-258
교육용역수익,LS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,entity00105952,,,"1,693,000,000",
기타영업비용,LS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_MiscellaneousExpenses,,,"5,396,000,000",
기타영업외손익,LS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains,,,"322,000,000","-5,353,000,000"
기타포괄손익-공정가치측정지분상품평가손익,LS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,,,,"-74,000,000"
브랜드수수료수익,LS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,entity00105952,,,"6,023,000,000",
수입수수료수익,LS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,entity00105952,,,"1,065,000,000",
영업비용,LS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_CostOfSales,,,"9,601,000,000",
영업수익,LS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_Revenue,,,"18,745,000,000",
인건비,LS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_PersonalExpense,,,"3,697,000,000",
지분법손익,LS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,,,,"21,429,000,000"
지분법이익,LS,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_ProfitsOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,,,"9,964,000,000",
지분법손실,LS네트웍스,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,dart_LossesOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,,,,"137,278,032"
지분법이익,LS네트웍스,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,dart_ProfitsOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,,,,"7,039,220,022"
지분법이익잉여금,LS네트웍스,유가증권시장상장법인,468,상품 종합 도매업,12,2020-03-31,1분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossBeforeTax,,,,0
기타영업외손익,LS전선아시아,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains,,,"-4,990,000","-1,071,218,844"
배당금수익,LS전선아시아,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_DividendIncome,,,"750,000,000",
수수료수익,LS전선아시아,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,dart_RevenueFromRenderingOfServicesCommission,,,"4,484,412",
영업수익,LS전선아시아,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_Revenue,,,"754,484,412",
지분법투자손실,MH에탄올,유가증권시장상장법인,111,알코올음료 제조업,12,2020-03-31,1분기보고서,KRW,entity00121534,,,,"53,094,604"
기타포괄손익-공정가치금융자산평가손익,MP그룹,코스닥시장상장법인,463,음ㆍ식료품 및 담배 도매업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,,,,"-9,141,099,019"
지분법손실,MP그룹,코스닥시장상장법인,463,음ㆍ식료품 및 담배 도매업,12,2020-03-31,1분기보고서,KRW,dart_LossesOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,,,,"90,337,610"
지분법이익,MP그룹,코스닥시장상장법인,463,음ㆍ식료품 및 담배 도매업,12,2020-03-31,1분기보고서,KRW,dart_ProfitsOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,,,,
계속영업이익,NAVER,유가증권시장상장법인,631,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossFromContinuingOperations,,,,"184,803,943,237"
기타포괄손익-공정가치지분상품평가손익,NAVER,유가증권시장상장법인,631,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",12,2020-03-31,1분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax,,,,"-78,636,617,097"
기타포괄손익-공정가치측정지분상품평가손익,NAVER,유가증권시장상장법인,631,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,,,"-83,584,003,208",
순확정급여부채의재측정요소,NAVER,유가증권시장상장법인,631,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",12,2020-03-31,1분기보고서,KRW,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,,,,"811,517"
영업비용,NAVER,유가증권시장상장법인,631,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",12,2020-03-31,1분기보고서,KRW,ifrs-full_CostOfSales,,,"-592,504,385,098","-1,510,569,383,769"
이자수익,NAVER,유가증권시장상장법인,631,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",12,2020-03-31,1분기보고서,KRW,dart_InterestIncomeFinanceIncome,,,"1,329,000,176","5,822,862,355"
중단영업손실,NAVER,유가증권시장상장법인,631,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossFromDiscontinuedOperations,,,,
지분법손익,NAVER,유가증권시장상장법인,631,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,,,,"-5,472,450,239"
지분법자본변동,NAVER,유가증권시장상장법인,631,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",12,2020-03-31,1분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,,,,"24,004,871,921"
지분법자본변동,NAVER,유가증권시장상장법인,631,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",12,2020-03-31,1분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,,,,"-1,547,487,645"
비지배주주지분,NEW,코스닥시장상장법인,591,"영화, 비디오물, 방송프로그램 제작 및 배급업",12,2020-03-31,1분기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests,,,,"-724,254,671"
비지배지분에귀속될분기순이익(손실),NEW,코스닥시장상장법인,591,"영화, 비디오물, 방송프로그램 제작 및 배급업",12,2020-03-31,1분기보고서,KRW,entity00974927,,,,"-724,254,671"
지배기업의소유주에귀속될분기순이익(손실),NEW,코스닥시장상장법인,591,"영화, 비디오물, 방송프로그램 제작 및 배급업",12,2020-03-31,1분기보고서,KRW,entity00974927,,,,"-441,349,690"
지배주주지분,NEW,코스닥시장상장법인,591,"영화, 비디오물, 방송프로그램 제작 및 배급업",12,2020-03-31,1분기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,,,,"-421,699,136"
지분법손실,NEW,코스닥시장상장법인,591,"영화, 비디오물, 방송프로그램 제작 및 배급업",12,2020-03-31,1분기보고서,KRW,dart_LossesOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,,,,"208,090,492"
지분법이익,NEW,코스닥시장상장법인,591,"영화, 비디오물, 방송프로그램 제작 및 배급업",12,2020-03-31,1분기보고서,KRW,dart_ProfitsOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,,,,"165,019,767"
매도가능증권평가손익,NHN벅스,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GainsLossesOnRemeasuringAvailableforsaleFinancialAssetsNetOfTax,,,,
영업비용,NHN벅스,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2020-03-31,1분기보고서,KRW,ifrs-full_CostOfSales,"15,494,472,860","16,408,046,284",,
지분법손익,NHN벅스,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,,"1,767,081",,
지분법손실,NHN한국사이버결제,코스닥시장상장법인,639,기타 정보 서비스업,12,2020-03-31,1분기보고서,KRW,dart_LossesOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,,,,0
지분법자본변동,NHN한국사이버결제,코스닥시장상장법인,639,기타 정보 서비스업,12,2020-03-31,1분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,,,,0
관계기업및공동기업의손익에대한지분,NICE,유가증권시장상장법인,715,회사 본부 및 경영 컨설팅 서비스업,12,2020-03-31,1분기보고서,KRW,entity00158316,,,,"8,645,290,959"
배당수익,NICE,유가증권시장상장법인,715,회사 본부 및 경영 컨설팅 서비스업,12,2020-03-31,1분기보고서,KRW,ifrs-full_RevenueFromDividends,,,"12,440,874,580",
용역수익,NICE,유가증권시장상장법인,715,회사 본부 및 경영 컨설팅 서비스업,12,2020-03-31,1분기보고서,KRW,dart_RevenueFromServices,,,"5,112,873,045",
용역의제공,NICE,유가증권시장상장법인,715,회사 본부 및 경영 컨설팅 서비스업,12,2020-03-31,1분기보고서,KRW,ifrs-full_RevenueFromRenderingOfServices,,,,"319,377,730,051"
재화의판매로인한수익,NICE,유가증권시장상장법인,715,회사 본부 및 경영 컨설팅 서비스업,12,2020-03-31,1분기보고서,KRW,ifrs-full_RevenueFromSaleOfGoods,,,,"145,482,802,609"
기타포괄손익-공정가치측정금융자산평가손익(세후),NICE평가정보,코스닥시장상장법인,639,기타 정보 서비스업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,,,0,
지분법손실,NICE평가정보,코스닥시장상장법인,639,기타 정보 서비스업,12,2020-03-31,1분기보고서,KRW,dart_LossesOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,,,,"174,347,380"
지분법이익,NICE평가정보,코스닥시장상장법인,639,기타 정보 서비스업,12,2020-03-31,1분기보고서,KRW,dart_ProfitsOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,,,,"193,282,815"
관계기업투자주식평가이익,NI스틸,유가증권시장상장법인,241,1차 철강 제조업,12,2020-03-31,1분기보고서,KRW,entity00116301,,,"-11,692,369",
금융수익,NI스틸,유가증권시장상장법인,241,1차 철강 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceIncome,,,"243,239,619",
금융원가,NI스틸,유가증권시장상장법인,241,1차 철강 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceCosts,,,"-1,044,399,418",
기타비용,NI스틸,유가증권시장상장법인,241,1차 철강 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherLosses,,,"-198,471",
기타수익,NI스틸,유가증권시장상장법인,241,1차 철강 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains,,,"26,232,040",
영업외손익,NI스틸,유가증권시장상장법인,241,1차 철강 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains,,,"-786,818,599",
영업이익,NI스틸,유가증권시장상장법인,241,1차 철강 제조업,12,2020-03-31,1분기보고서,KRW,dart_OperatingIncomeLoss,,,"2,643,049,896",
전환사채의전환,NI스틸,유가증권시장상장법인,241,1차 철강 제조업,12,2020-03-31,1분기보고서,KRW,entity00116301,,,"106,860,844",
관계기업및공동기업투자손익,OCI,유가증권시장상장법인,201,기초 화학물질 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,,"5,907,133,000",,
법인세효과,S&K폴리텍,코스닥시장상장법인,262,전자부품 제조업,12,2020-03-31,1분기보고서,KRW,dart_IncomeTaxRelatingToComponentsOfOtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLoss,,,"1,084,391",
파생상품평가손익,S&K폴리텍,코스닥시장상장법인,262,전자부품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GainsLossesOnChangeInValueOfTimeValueOfOptionsNetOfTax,,,,
관계기업투자손익,S&TC,유가증권시장상장법인,291,일반 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,,,,0
기타포괄손익-공정가치측정지분상품처분손익,S&TC,유가증권시장상장법인,291,일반 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,,,0,0
관리비용,S&T모티브,유가증권시장상장법인,303,자동차 신품 부품 제조업,12,2020-03-31,1분기보고서,KRW,entity00398792,,,"1,933,768,793","2,884,474,380"
지분증권평가손익,S&T모티브,유가증권시장상장법인,303,자동차 신품 부품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,,,,"-1,739,502,453"
판매비용,S&T모티브,유가증권시장상장법인,303,자동차 신품 부품 제조업,12,2020-03-31,1분기보고서,KRW,entity00398792,,,"5,722,494,033","5,605,549,058"
관계기업투자손익,S&T중공업,유가증권시장상장법인,303,자동차 신품 부품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,,,,0
관리비용,S&T중공업,유가증권시장상장법인,303,자동차 신품 부품 제조업,12,2020-03-31,1분기보고서,KRW,entity00134477,,,"2,465,652,101","3,559,004,365"
판매비용,S&T중공업,유가증권시장상장법인,303,자동차 신품 부품 제조업,12,2020-03-31,1분기보고서,KRW,entity00134477,,,"411,001,876","494,368,516"
금융비용,S&T홀딩스,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceCosts,,,"7,762",
지분증권처분손익,S&T홀딩스,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,,,,"115,850,372"
지분증권평가손익,S&T홀딩스,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,,,,"-3,227,313,431"
공동기업및관계기업투자주식지분법손익,S-Oil,유가증권시장상장법인,192,석유 정제품 제조업,12,2020-03-31,1분기보고서,KRW,entity00138279,,,,"223,000,000"
기타포괄손익-공정가치지분상품평가손익,S-Oil,유가증권시장상장법인,192,석유 정제품 제조업,12,2020-03-31,1분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax,,,"-67,000,000","-67,000,000"
보통주기본및희석주당이익(손실),S-Oil,유가증권시장상장법인,192,석유 정제품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_BasicEarningsLossPerShare,,,"-7,559","-7,565"
우선주기본및희석주당이익(손실),S-Oil,유가증권시장상장법인,192,석유 정제품 제조업,12,2020-03-31,1분기보고서,KRW,entity00138279,,,"-7,553","-7,558"
관리비,SBI핀테크솔루션즈,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,3,2020-06-30,1분기보고서,JPY,dart_ExpenseForManagementOfAffairs,,,,"724,645,000"
기타차익(차손),SBI핀테크솔루션즈,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,3,2020-06-30,1분기보고서,JPY,entity00938688,,,,"-13,173,000"
기타포괄손익으로공정가치를측정하는금융자산의순변동,SBI핀테크솔루션즈,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,3,2020-06-30,1분기보고서,JPY,entity00938688,,,,"5,872,000"
당기순이익,SBI핀테크솔루션즈,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,3,2020-06-30,1분기보고서,JPY,ifrs-full_ProfitLoss,,,,"154,356,000"
당기총포괄이익,SBI핀테크솔루션즈,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,3,2020-06-30,1분기보고서,JPY,ifrs-full_ComprehensiveIncome,,,,"164,989,000"
세후기타포괄이익,SBI핀테크솔루션즈,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,3,2020-06-30,1분기보고서,JPY,entity00938688,,,,"10,633,000"
외환차손익,SBI핀테크솔루션즈,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,3,2020-06-30,1분기보고서,JPY,entity00938688,,,,"14,643,000"
해외사업환산손익,SBI핀테크솔루션즈,코스닥시장상장법인,582,소프트웨어 개발 및 공급업,3,2020-06-30,1분기보고서,JPY,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax,,,,"4,761,000"
관계기업투자손익,SBS,유가증권시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,,,,"-2,992,573,161"
기타포괄손익-공정가치측정금융자산평가손익,SBS,유가증권시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,,,"-452,704,232","-920,612,199"
판매비와관리비,SBS,유가증권시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,,,"25,381,795,792","31,404,748,575"
