,항목명,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,당기 1분기 3개월
11245,총포괄손익,,,,,,,,,,ifrs-full_ComprehensiveIncome,
11246,당기순이익(손실)의 귀속 [abstract],,,,,,,,,,ifrs-full_ProfitLossAttributableToAbstract,
11247,   지배기업의 소유주에게 귀속되는 당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLossAttributableToOwnersOfParent,
11248,   비지배지분에 귀속되는 당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,
11249,총 포괄손익의 귀속 [abstract],,,,,,,,,,ifrs-full_ComprehensiveIncomeAttributableToAbstract,
11250,"   총 포괄손익, 지배기업의 소유주에게 귀속되는 지분",,,,,,,,,,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,
11251,"   총 포괄손익, 비지배지분",,,,,,,,,,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests,
11252,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
11253,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
11254,영업수익,,,,,,,,,,ifrs-full_Revenue,
11255,영업비용,,,,,,,,,,ifrs-full_CostOfSales,
11256,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
11257,기타영업외수익,,,,,,,,,,dart_OtherGains,
11258,기타영업외비용,,,,,,,,,,dart_OtherLosses,
11259,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
11260,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
11261,지분법손익,,,,,,,,,,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,
11262,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
11263,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
11264,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
11265,총포괄손익,,,,,,,,,,ifrs-full_ComprehensiveIncome,
11266,당기순이익(손실)의 귀속 [abstract],,,,,,,,,,ifrs-full_ProfitLossAttributableToAbstract,
11267,   지배기업의 소유주에게 귀속되는 당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLossAttributableToOwnersOfParent,
11268,   비지배지분에 귀속되는 당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,
11269,총 포괄손익의 귀속 [abstract],,,,,,,,,,ifrs-full_ComprehensiveIncomeAttributableToAbstract,
11270,"   총 포괄손익, 지배기업의 소유주에게 귀속되는 지분",,,,,,,,,,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,
11271,"   총 포괄손익, 비지배지분",,,,,,,,,,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests,
11272,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
11273,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
11274,매출액,,,,,,,,,,ifrs-full_Revenue,
11275,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
11276,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
11277,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
11278,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
11279,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
11280,금융원가,,,,,,,,,,ifrs-full_FinanceCosts,
11281,기타이익,,,,,,,,,,dart_OtherGains,
11282,기타손실,,,,,,,,,,dart_OtherLosses,
11283,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
11284,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
11285,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
11286,당기순이익(손실)의 귀속 [abstract],,,,,,,,,,ifrs-full_ProfitLossAttributableToAbstract,
11287,   지배기업의 소유주에게 귀속되는 당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLossAttributableToOwnersOfParent,
11288,   비지배지분에 귀속되는 당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,
11289,기타포괄손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncome,
11290,   당기손익으로 재분류되지 않는항목(세후기타포괄손익),,,,,,,,,,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,
11291,      기타포괄손익-공정가치측정금융자산 평가손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,
11292,      지분법기타포괄손익,,,,,,,,,,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax,
11293,      확정급여제도의 재측정손익(세후기타포괄손익),,,,,,,,,,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,
11294,   당기손익으로 재분류될 수 있는 항목(세후기타포괄손익),,,,,,,,,,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,
11295,      해외사업장환산외환차이(세후기타포괄손익),,,,,,,,,,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax,
11296,총포괄손익,,,,,,,,,,ifrs-full_ComprehensiveIncome,
11297,총 포괄손익의 귀속 [abstract],,,,,,,,,,ifrs-full_ComprehensiveIncomeAttributableToAbstract,
11298,"   총 포괄손익, 지배기업의 소유주에게 귀속되는 지분",,,,,,,,,,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,
11299,"   총 포괄손익, 비지배지분",,,,,,,,,,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests,
11300,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
11301,   기본및희석주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
11302,매출액,,,,,,,,,,ifrs-full_Revenue,
11303,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
11304,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
11305,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
11306,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
11307,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
11308,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
11309,기타영업외수익,,,,,,,,,,dart_OtherGains,
11310,기타영업외비용,,,,,,,,,,dart_OtherLosses,
11311,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
11312,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
11313,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
11314,   지배기업의 소유주지분,,,,,,,,,,ifrs-full_ProfitLossAttributableToOwnersOfParent,
11315,기타포괄손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncome,
11316,   후속적으로 당기손익으로 재분류되는 기타포괄손익,,,,,,,,,,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,
11317,      해외사업장환산외환차이,,,,,,,,,,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax,
11318,총포괄손익,,,,,,,,,,ifrs-full_ComprehensiveIncome,
11319,   지배기업의 소유주지분,,,,,,,,,,ifrs-full_ProfitLossAttributableToOwnersOfParent,
11320,주당손익,,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
11321,   기본주당순이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
11322,   희석주당순이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
11323,매출액,,,,,,,,,,ifrs-full_Revenue,
11324,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
11325,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
11326,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
11327,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
11328,기타수익,,,,,,,,,,dart_OtherGains,
11329,기타비용,,,,,,,,,,dart_OtherLosses,
11330,이자수익,,,,,,,,,,dart_OtherGains,
11331,기타금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
11332,금융원가,,,,,,,,,,ifrs-full_FinanceCosts,
11333,법인세비용차감전순이익,,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
11334,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
11335,분기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
11336,   지배기업 소유주에게 귀속되는 지분,,,,,,,,,,,
11337,   비지배지분,,,,,,,,,,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,
11338,기타포괄손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncome,
11339,   후속적으로 당기손익으로 재분류되지 않는 항목:,,,,,,,,,,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,
11340,      기타포괄손익-공정가치 지분상품 평가손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,
11341,      법인세효과,,,,,,,,,,dart_IncomeTaxRelatingToComponentsOfOtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLoss,
11342,   당기손익으로 재분류될 수 있는 항목(세후기타포괄손익),,,,,,,,,,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,
11343,      해외사업장환산차이,,,,,,,,,,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax,
11344,      법인세효과,,,,,,,,,,dart_IncomeTaxRelatingToComponentsOfOtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLoss,
11345,분기총포괄이익,,,,,,,,,,ifrs-full_ComprehensiveIncome,
11346,   지배기업 소유주지분 포괄손익,,,,,,,,,,,
11347,   비지배지분 포괄손익,,,,,,,,,,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests,
11348,지배기업 소유지분에 대한 주당이익,,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
11349,   기본주당이익,,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
11350,   희석주당이익,,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
11351,매출액,,,,,,,,,,ifrs-full_Revenue,
11352,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
11353,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
11354,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
11355,영업이익,,,,,,,,,,dart_OperatingIncomeLoss,
11356,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
11357,금융원가,,,,,,,,,,ifrs-full_FinanceCosts,
11358,기타수익,,,,,,,,,,dart_OtherGains,
11359,기타비용,,,,,,,,,,dart_OtherLosses,
11360,관계기업등에 대한 지분법이익,,,,,,,,,,,
11361,관계기업등에 대한 지분법손실,,,,,,,,,,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,
11362,법인세비용차감전순이익,,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
11363,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
11364,당기순이익,,,,,,,,,,ifrs-full_ProfitLoss,
11365,당기순이익(손실)의 귀속 [abstract],,,,,,,,,,ifrs-full_ProfitLossAttributableToAbstract,
11366,   지배기업 소유주지분,,,,,,,,,,ifrs-full_ProfitLossAttributableToOwnersOfParent,
11367,   비지배지분,,,,,,,,,,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,
11368,기타포괄손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncome,
11369,   후속적으로 당기손익으로 재분류되지 않는 포괄손익,,,,,,,,,,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,
11370,      기타포괄손익-공정가치 측정 금융자산 평가손익,,,,,,,,,,ifrs-full_GainsLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeNetOfTax,
11371,      확정급여제도의 재측정요소,,,,,,,,,,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,
11372,   후속적으로 당기손익으로 재분류되는 포괄손익,,,,,,,,,,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,
11373,      해외사업환산손익,,,,,,,,,,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax,
11374,총포괄이익,,,,,,,,,,ifrs-full_ComprehensiveIncome,
11375,총 포괄손익의 귀속 [abstract],,,,,,,,,,ifrs-full_ComprehensiveIncomeAttributableToAbstract,
11376,   지배기업 소유주지분,,,,,,,,,,ifrs-full_ProfitLossAttributableToOwnersOfParent,
11377,   비지배지분,,,,,,,,,,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,
11378,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
11379,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
11380,   희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
11381,수익(매출액),,,,,,,,,,ifrs-full_Revenue,
11382,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
11383,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
11384,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
11385,대손상각비,,,,,,,,,,,
11386,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
11387,기타수익,,,,,,,,,,dart_OtherGains,
11388,기타비용,,,,,,,,,,dart_OtherLosses,
11389,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
11390,금융원가,,,,,,,,,,ifrs-full_FinanceCosts,
11391,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
11392,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
11393,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
11394,기타포괄손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncome,
11395,   당기손익으로 재분류되지 않는항목(세후기타포괄손익),,,,,,,,,,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,
11396,      지분상품에 대한 투자자산의 세후기타포괄손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,
11397,총포괄손익,,,,,,,,,,ifrs-full_ComprehensiveIncome,
11398,당기순이익(손실)의 귀속 [abstract],,,,,,,,,,ifrs-full_ProfitLossAttributableToAbstract,
11399,   지배기업의 소유주에게 귀속되는 당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLossAttributableToOwnersOfParent,
11400,   비지배지분에 귀속되는 당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,
11401,총 포괄손익의 귀속 [abstract],,,,,,,,,,ifrs-full_ComprehensiveIncomeAttributableToAbstract,
11402,"   총 포괄손익, 지배기업의 소유주에게 귀속되는 지분",,,,,,,,,,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,
11403,"   총 포괄손익, 비지배지분",,,,,,,,,,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests,
11404,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
11405,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
11406,   희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
11407,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
11408,기타포괄손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncome,
11409,   당기손익으로 재분류될 수 있는 항목(세후기타포괄손익),,,,,,,,,,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,
11410,      해외사업장환산외환차이(세후기타포괄손익),,,,,,,,,,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax,
11411,   후속적으로 당기손익으로 재분류되지 않는 포괄손익,,,,,,,,,,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,
11412,      기타포괄손익-공정가치금융자산평가손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,
11413,      확정급여채무의 재측정요소,,,,,,,,,,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,
11414,총포괄손익,,,,,,,,,,ifrs-full_ComprehensiveIncome,
11415,총 포괄손익의 귀속 [abstract],,,,,,,,,,ifrs-full_ComprehensiveIncomeAttributableToAbstract,
11416,   지배기업의 소유주지분,,,,,,,,,,ifrs-full_ProfitLossAttributableToOwnersOfParent,
11417,   비지배지분,,,,,,,,,,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,
11418,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
11419,기타포괄손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncome,
11420,   당기손익으로 재분류되지 않는항목(세후기타포괄손익),,,,,,,,,,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,
11421,      확정급여제도의 재측정손익(세후기타포괄손익),,,,,,,,,,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,
11422,      지분상품에 대한 투자자산의 세후기타포괄손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,
11423,   당기손익으로 재분류될 수 있는 항목(세후기타포괄손익),,,,,,,,,,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,
11424,      해외사업장환산외환차이(세후기타포괄손익),,,,,,,,,,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax,
11425,총포괄손익,,,,,,,,,,ifrs-full_ComprehensiveIncome,
11426,총 포괄손익의 귀속 [abstract],,,,,,,,,,ifrs-full_ComprehensiveIncomeAttributableToAbstract,
11427,"   총 포괄손익, 지배기업의 소유주에게 귀속되는 지분",,,,,,,,,,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,
11428,"   총 포괄손익, 비지배지분",,,,,,,,,,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests,
11429,매출액,,,,,,,,,,ifrs-full_Revenue,
11430,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
11431,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
11432,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
11433,   대손상각비(환입),,,,,,,,,,dart_BadDebtExpenses,
11434,   기타판매비와관리비,,,,,,,,,,dart_MiscellaneousExpenses,
11435,영업이익,,,,,,,,,,dart_OperatingIncomeLoss,
11436,기타수익,,,,,,,,,,dart_OtherGains,
11437,기타비용,,,,,,,,,,dart_OtherLosses,
11438,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
11439,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
11440,법인세비용차감전순이익,,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
11441,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
11442,당기순이익,,,,,,,,,,ifrs-full_ProfitLoss,
11443,기타포괄손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncome,
11444,   후속적으로 당기손익으로 재분류되지  않는 포괄손익,,,,,,,,,,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,
11445,      확정급여제도의 재측정손익,,,,,,,,,,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,
11446,      기타포괄손익관련 법인세효과,,,,,,,,,,,
11447,   후속적으로 당기손익으로 재분류되는 항목,,,,,,,,,,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,
11448,      파생상품금융손익,,,,,,,,,,,
11449,      기타포괄손익관련 법인세효과,,,,,,,,,,,
11450,      해외사업환산손익,,,,,,,,,,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax,
11451,당기총포괄손익,,,,,,,,,,ifrs-full_ComprehensiveIncome,
11452,당기순이익(손실)의 귀속 [abstract],,,,,,,,,,ifrs-full_ProfitLossAttributableToAbstract,
11453,   지배기업 소유주 지분,,,,,,,,,,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,
11454,   비지배지분,,,,,,,,,,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,
11455,당기 총 포괄손익의 귀속,,,,,,,,,,ifrs-full_ComprehensiveIncomeAttributableToAbstract,
11456,   지배기업 소유주지분,,,,,,,,,,ifrs-full_ProfitLossAttributableToOwnersOfParent,
11457,   비지배지분,,,,,,,,,,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,
11458,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
11459,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
11460,      지배기업소유주의 기본주당순이익,,,,,,,,,,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations,
11461,매출액,,,,,,,,,,ifrs-full_Revenue,
11462,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
11463,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
11464,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
11465,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
11466,기타이익,,,,,,,,,,dart_OtherGains,
11467,기타비용,,,,,,,,,,dart_OtherLosses,
11468,지분법 손실,,,,,,,,,,,
11469,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
11470,금융원가,,,,,,,,,,ifrs-full_FinanceCosts,
11471,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
11472,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
11473,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
11474,기타포괄손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncome,
11475,   당기손익으로 재분류될 수 있는 항목(세후기타포괄손익),,,,,,,,,,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,
11476,      해외사업장환산외환차이(세후기타포괄손익),,,,,,,,,,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax,
11477,      관계기업의 기타포괄손익에 대한 지분(세후기타포괄손익),,,,,,,,,,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,
11478,총포괄손익,,,,,,,,,,ifrs-full_ComprehensiveIncome,
11479,당기순이익(손실)의 귀속 [abstract],,,,,,,,,,ifrs-full_ProfitLossAttributableToAbstract,
11480,   지배기업의 소유주에게 귀속되는 당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLossAttributableToOwnersOfParent,
11481,총 포괄손익의 귀속 [abstract],,,,,,,,,,ifrs-full_ComprehensiveIncomeAttributableToAbstract,
11482,"   총 포괄손익, 지배기업의 소유주에게 귀속되는 지분",,,,,,,,,,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,
11483,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
11484,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
11485,   희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
11486,매출액,,,,,,,,,,ifrs-full_Revenue,
11487,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
11488,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
11489,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
11490,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
11491,기타수익,,,,,,,,,,dart_OtherGains,
11492,기타비용,,,,,,,,,,dart_OtherLosses,
11493,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
11494,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
11495,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
11496,법인세비용(수익),,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
11497,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
11498,당기순이익(손실)의 귀속 [abstract],,,,,,,,,,ifrs-full_ProfitLossAttributableToAbstract,
11499,   지배기업의 소유주에게 귀속되는 당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLossAttributableToOwnersOfParent,
11500,   비지배지분에 귀속되는 당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,
11501,기타포괄손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncome,
11502,   당기손익으로 재분류되지 않는항목(세후기타포괄손익),,,,,,,,,,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,
11503,      확정급여제도의 재측정손익(세후기타포괄손익),,,,,,,,,,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,
11504,   당기손익으로 재분류될 수 있는 항목(세후기타포괄손익),,,,,,,,,,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,
11505,      해외사업장환산외환차이 세후재분류조정,,,,,,,,,,ifrs-full_ReclassificationAdjustmentsOnExchangeDifferencesOnTranslationNetOfTax,
11506,총포괄이익,,,,,,,,,,ifrs-full_ComprehensiveIncome,
11507,총 포괄손익의 귀속 [abstract],,,,,,,,,,ifrs-full_ComprehensiveIncomeAttributableToAbstract,
11508,"   총 포괄손익, 지배기업의 소유주에게 귀속되는 지분",,,,,,,,,,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,
11509,"   총 포괄손익, 비지배지분",,,,,,,,,,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests,
11510,주당손익,,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
11511,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
11512,   희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
11513,수익(매출액),,,,,,,,,,ifrs-full_Revenue,
11514,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
11515,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
11516,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
11517,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
11518,기타이익,,,,,,,,,,dart_OtherGains,
11519,기타손실,,,,,,,,,,dart_OtherLosses,
11520,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
11521,금융원가,,,,,,,,,,ifrs-full_FinanceCosts,
11522,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
11523,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
11524,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
11525,기타포괄손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncome,
11526,   당기손익으로 재분류되지 않는항목(세후기타포괄손익),,,,,,,,,,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,
