,항목명,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,당기 1분기 3개월
225,      기타포괄손익-공정가치 측정 금융자산 평가손익(세후기타포괄손익),,,,,,,,,,ifrs-full_GainsLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeNetOfTax,
226,      해외사업장환산외환차이 세후재분류조정,,,,,,,,,,ifrs-full_ReclassificationAdjustmentsOnExchangeDifferencesOnTranslationNetOfTax,
227,      매도가능금융자산평가손익(세후기타포괄손익),,,,,,,,,,ifrs-full_GainsLossesOnRemeasuringAvailableforsaleFinancialAssetsNetOfTax,
228,      지분법자본변동,,,,,,,,,,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossBeforeTax,
229,XV.총포괄손익,,,,,,,,,,ifrs-full_ComprehensiveIncome,
230,당기순이익(손실)의 귀속 [abstract],,,,,,,,,,ifrs-full_ProfitLossAttributableToAbstract,
231,   지배기업의 소유주에게 귀속되는 당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLossAttributableToOwnersOfParent,
232,   비지배지분에 귀속되는 당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,
233,총 포괄손익의 귀속 [abstract],,,,,,,,,,ifrs-full_ComprehensiveIncomeAttributableToAbstract,
234,"   총 포괄손익, 지배기업의 소유주에게 귀속되는 지분",,,,,,,,,,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,
235,"   총 포괄손익, 비지배지분",,,,,,,,,,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests,
236,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
237,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
238,      보통주 기본주당순이익,,,,,,,,,,,
239,      우선주 기본주당순이익,,,,,,,,,,,
240,   희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
241,      보통주 희석주당순이익,,,,,,,,,,,
242,      우선주 희석주당순이익,,,,,,,,,,,
243,당기순이익,,,,,,,,,,ifrs-full_ProfitLoss,
244,기타포괄손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncome,
245,   당기손익으로 재분류되지 않는 항목,,,,,,,,,,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,
246,      기타포괄손익-공정가치 측정 지분상품 평가손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,
247,      공동지배기업 및 관계기업 기타포괄손익 등에 대한 지분,,,,,,,,,,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax,
248,      순확정급여부채의 재측정요소,,,,,,,,,,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,
249,   후속적으로 당기손익으로 재분류되는 항목,,,,,,,,,,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,
250,      공동지배기업 및 관계기업 기타포괄손익 등에 대한 지분,,,,,,,,,,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax,
251,      해외사업환산손익,,,,,,,,,,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax,
252,      파생상품평가손익,,,,,,,,,,ifrs-full_GainsLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeNetOfTax,
253,총포괄손익,,,,,,,,,,ifrs-full_ComprehensiveIncome,
254,총 포괄손익의 귀속 [abstract],,,,,,,,,,ifrs-full_ComprehensiveIncomeAttributableToAbstract,
255,   지배주주의 소유주,,,,,,,,,,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,
256,   비지배지분,,,,,,,,,,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,
257,영업수익(매출액),,,,,,,,,,ifrs-full_Revenue,
258,영업비용,,,,,,,,,,ifrs-full_CostOfSales,
259,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
260,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
261,금융원가,,,,,,,,,,ifrs-full_FinanceCosts,
262,기타이익,,,,,,,,,,dart_OtherGains,
263,기타손실,,,,,,,,,,dart_OtherLosses,
264,관계기업투자이익,,,,,,,,,,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,
265,관계기업투자손실,,,,,,,,,,,
266,법인세비용차감전계속영업순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
267,계속영업법인세비용(수익),,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
268,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
269,당기순이익(손실)의 귀속 [abstract],,,,,,,,,,ifrs-full_ProfitLossAttributableToAbstract,
270,   지배기업의 소유주에게 귀속되는 당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLossAttributableToOwnersOfParent,
271,   비지배지분에 귀속되는 당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,
272,기타포괄손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncome,
273,   당기손익으로 재분류되지 않는항목(세후기타포괄손익),,,,,,,,,,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,
274,      확정급여제도의 재측정손익(세후기타포괄손익),,,,,,,,,,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,
275,      법인세효과,,,,,,,,,,dart_IncomeTaxRelatingToComponentsOfOtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLoss,
276,   당기손익으로 재분류될 수 있는 항목(세후기타포괄손익),,,,,,,,,,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,
277,      지분법 적용대상 관계기업과 공동기업의 기타포괄손익에 대한 지분(세후기타포괄손익),,,,,,,,,,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax,
