,한글 Label,Element ID
7,지분법 적용대상 관계기업과 공동기업의 기타포괄손익에 대한 지분(세후기타포괄손익),dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax
8,지분상품에 대한 투자자산의 세후기타포괄손익,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments
9,당기손익으로 재분류될 수 있는 항목(세후기타포괄손익),dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax
10,해외사업장환산외환차이(세후기타포괄손익),ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax
11,해외사업장환산외환차이 세후재분류조정,ifrs-full_ReclassificationAdjustmentsOnExchangeDifferencesOnTranslationNetOfTax
12,매도가능금융자산평가손익(세후기타포괄손익),ifrs-full_GainsLossesOnRemeasuringAvailableforsaleFinancialAssetsNetOfTax
13,매도가능금융자산평가손익의 세후재분류조정,ifrs-full_ReclassificationAdjustmentsOnAvailableforsaleFinancialAssetsNetOfTax
14,기타포괄손익-공정가치 측정 금융자산 평가손익(세후기타포괄손익),ifrs-full_GainsLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeNetOfTax
15,기타포괄손익-공정가치 측정 금융자산 평가손익의 세후재분류조정,ifrs-full_ReclassificationAdjustmentsOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeNetOfTax
16,기타포괄손익-공정가치 측정 범주에서 재분류 시 자본에서 제거되어 금융자산의 공정가치에서 조정되는 세후 금액,ifrs-full_AmountsRemovedFromEquityAndAdjustedAgainstFairValueOfFinancialAssetsOnReclassificationOutOfFairValueThroughOtherComprehensiveIncomeMeasurementCategoryNetOfTax
17,현금흐름위험회피손익(세후기타포괄손익),ifrs-full_GainsLossesOnCashFlowHedgesNetOfTax
18,현금흐름위험회피손익의 세후재분류조정,ifrs-full_ReclassificationAdjustmentsOnCashFlowHedgesNetOfTax
19,해외사업장순투자의 위험회피손익(세후기타포괄손익),ifrs-full_GainsLossesOnHedgesOfNetInvestmentsInForeignOperationsNetOfTax
20,해외사업장순투자의 위험회피손익의 세후재분류조정,ifrs-full_ReclassificationAdjustmentsOnHedgesOfNetInvestmentsInForeignOperationsNetOfTax
21,지분법 적용대상 관계기업과 공동기업의 기타포괄손익에 대한 지분(세후기타포괄손익),dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax
22,옵션의 시간가치 변동 손익(세후기타포괄손익),ifrs-full_GainsLossesOnChangeInValueOfTimeValueOfOptionsNetOfTax
23,옵션의 시간가치 변동 손익의 세후재분류조정,ifrs-full_ReclassificationAdjustmentsOnChangeInValueOfTimeValueOfOptionsNetOfTax
24,선도계약의 선도요소 가치 변동손익(세후기타포괄손익),ifrs-full_GainsLossesOnChangeInValueOfForwardElementsOfForwardContractsNetOfTax
25,선도계약의 선도요소 가치 변동손익의 세후재분류조정,ifrs-full_ReclassificationAdjustmentsOnChangeInValueOfForwardElementsOfForwardContractsNetOfTax
26,외화베이시스스프레드 변동 손익(세후기타포괄손익),ifrs-full_GainsLossesOnChangeInValueOfForeignCurrencyBasisSpreadsNetOfTax
27,외화베이시스스프레드 변동 손익의 세후재분류조정,ifrs-full_ReclassificationAdjustmentsOnChangeInValueOfForeignCurrencyBasisSpreadsNetOfTax
28,총포괄손익,ifrs-full_ComprehensiveIncome
29,총 포괄손익의 귀속 [abstract],ifrs-full_ComprehensiveIncomeAttributableToAbstract
30,"총 포괄손익, 지배기업의 소유주에게 귀속되는 지분",ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent
31,"총 포괄손익, 비지배지분",ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests
4,당기손익으로 재분류되지 않는 항목(세전기타포괄손익),dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossBeforeTax
5,자산재평가손익(세전기타포괄손익),ifrs-full_OtherComprehensiveIncomeBeforeTaxGainsLossesOnRevaluation
6,확정급여제도의 재측정손익(세전기타포괄손익),dart_OtherComprehensiveIncomeBeforeTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans
7,지분법 적용대상 관계기업과 공동기업의 기타포괄손익에 대한 지분(세전기타포괄손익),dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossBeforeTax
8,지분상품에 대한 투자자산의 세전기타포괄손익,ifrs-full_OtherComprehensiveIncomeBeforeTaxGainsLossesFromInvestmentsInEquityInstruments
9,당기손익으로 재분류되지 않는 항목과 관련된 법인세,dart_IncomeTaxRelatingToComponentsOfOtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLoss
10,당기손익으로 재분류될 수 있는 항목(세전기타포괄손익),dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossBeforeTax
11,해외사업장환산외환차이(세전기타포괄이익),ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationBeforeTax
12,해외사업장환산외환차이 세전재분류조정,ifrs-full_ReclassificationAdjustmentsOnExchangeDifferencesOnTranslationBeforeTax
13,매도가능금융자산평가손익(세전기타포괄손익),ifrs-full_GainsLossesOnRemeasuringAvailableforsaleFinancialAssetsBeforeTax
14,매도가능금융자산평가손익의 세전재분류조정,ifrs-full_ReclassificationAdjustmentsOnAvailableforsaleFinancialAssetsBeforeTax
15,기타포괄손익-공정가치 측정 금융자산 평가손익(세전기타포괄손익),ifrs-full_GainsLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeBeforeTax
16,기타포괄손익-공정가치 측정 금융자산 평가손익의 세전재분류조정,ifrs-full_ReclassificationAdjustmentsOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeBeforeTax
17,기타포괄손익-공정가치 측정 범주에서 재분류 시 자본에서 제거되어 금융자산의 공정가치에서 조정되는 세전 금액,ifrs-full_AmountsRemovedFromEquityAndAdjustedAgainstFairValueOfFinancialAssetsOnReclassificationOutOfFairValueThroughOtherComprehensiveIncomeMeasurementCategoryBeforeTax
18,현금흐름위험회피손익(세전기타포괄손익),ifrs-full_GainsLossesOnCashFlowHedgesBeforeTax
19,현금흐름위험회피손익의 세전재분류조정,ifrs-full_ReclassificationAdjustmentsOnCashFlowHedgesBeforeTax
20,해외사업장순투자의 위험회피손익(세전기타포괄손익),ifrs-full_GainsLossesOnHedgesOfNetInvestmentsInForeignOperationsBeforeTax
21,해외사업장순투자의 위험회피손익의 세전재분류조정,ifrs-full_ReclassificationAdjustmentsOnHedgesOfNetInvestmentsInForeignOperationsBeforeTax
22,지분법 적용대상 관계기업과 공동기업의 기타포괄손익에 대한 지분(세전기타포괄손익),dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossBeforeTax
23,옵션의 시간가치 변동 손익(세전기타포괄손익),ifrs-full_GainsLossesOnChangeInValueOfTimeValueOfOptionsBeforeTax
24,옵션의 시간가치 변동 손익의 세전재분류조정,ifrs-full_ReclassificationAdjustmentsOnChangeInValueOfTimeValueOfOptionsBeforeTax
25,선도계약의 선도요소 가치 변동손익(세전기타포괄손익),ifrs-full_GainsLossesOnChangeInValueOfForwardElementsOfForwardContractsBeforeTax
26,선도계약의 선도요소 가치 변동손익의 세전재분류조정,ifrs-full_ReclassificationAdjustmentsOnChangeInValueOfForwardElementsOfForwardContractsBeforeTax
27,외화베이시스스프레드 변동 손익(세전기타포괄손익),ifrs-full_GainsLossesOnChangeInValueOfForeignCurrencyBasisSpreadsBeforeTax
28,외화베이시스스프레드 변동 손익의 세전재분류조정,ifrs-full_ReclassificationAdjustmentsOnChangeInValueOfForeignCurrencyBasisSpreadsBeforeTax
29,당기손익으로 재분류될수 있는 항목과 관련된 법인세,dart_IncomeTaxRelatingToComponentsOfOtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLoss
