,항목명,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,당기 1분기 3개월
22325,   기타금융비용,,,,,,,,,,dart_OtherFinancialExpenses,
22326,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
22327,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
22328,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
22329,기타포괄손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncome,
22330,총포괄손익,,,,,,,,,,ifrs-full_ComprehensiveIncome,
22331,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
22332,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
22333,   희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
22334,영업수익,,,,,,,,,,ifrs-full_Revenue,
22335,   기술이전수익,,,,,,,,,,ifrs-full_RevenueFromRoyalties,
22336,영업비용,,,,,,,,,,ifrs-full_CostOfSales,
22337,   종업원급여,,,,,,,,,,ifrs-full_EmployeeBenefitsExpense,
22338,   상각비,,,,,,,,,,dart_DepreciationExpense,
22339,   경상연구개발비,,,,,,,,,,dart_OrdinaryDevelopmentExpense,
22340,   기타영업비용,,,,,,,,,,dart_MiscellaneousExpenses,
22341,영업손실,,,,,,,,,,dart_OperatingIncomeLoss,
22342,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
22343,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
22344,기타영업외수익,,,,,,,,,,dart_OtherGains,
22345,기타영업외비용,,,,,,,,,,dart_OtherLosses,
22346,법인세비용차감전순손실,,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
22347,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
22348,당기순손실,,,,,,,,,,ifrs-full_ProfitLoss,
22349,기타포괄손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncome,
22350,   후속적으로 당기손익으로 재분류되지 않는 항목,,,,,,,,,,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,
22351,      확정급여제도의 재측정요소,,,,,,,,,,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,
22352,당기총포괄손실,,,,,,,,,,ifrs-full_ComprehensiveIncome,
22353,주당손익,,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
22354,   기본 및 희석 주당손익,,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
22355,매출액,,,,,,,,,,ifrs-full_Revenue,
22356,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
22357,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
22358,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
22359,대손상각비,,,,,,,,,,,
22360,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
22361,기타이익,,,,,,,,,,dart_OtherGains,
22362,기타손실,,,,,,,,,,dart_OtherLosses,
22363,이자수익,,,,,,,,,,dart_OtherGains,
22364,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
22365,금융원가,,,,,,,,,,ifrs-full_FinanceCosts,
22366,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
22367,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
22368,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
22369,기타포괄손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncome,
22370,   기타포괄손익공정가치측정금융자산평가손익,,,,,,,,,,,
22371,   재분류되는 항목과 관련한 법인세,,,,,,,,,,,
22372,총포괄손익,,,,,,,,,,ifrs-full_ComprehensiveIncome,
22373,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
22374,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
22375,   희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
22376,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
22377,기타포괄손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncome,
22378,   당기손익으로 재분류되지 않는항목(세후기타포괄손익),,,,,,,,,,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,
22379,      기타포괄손익-공정가치금융자산평가손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,
22380,   당기손익으로 재분류될 수 있는 항목(세후기타포괄손익),,,,,,,,,,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,
22381,      파생상품평가손익,,,,,,,,,,ifrs-full_GainsLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeNetOfTax,
22382,총포괄손익,,,,,,,,,,ifrs-full_ComprehensiveIncome,
22383,수익(매출액),,,,,,,,,,ifrs-full_Revenue,
22384,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
22385,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
22386,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
22387,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
22388,기타이익,,,,,,,,,,dart_OtherGains,
22389,기타손실,,,,,,,,,,dart_OtherLosses,
22390,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
22391,금융원가,,,,,,,,,,ifrs-full_FinanceCosts,
22392,"종속기업, 공동지배기업과 관계기업으로부터의 기타수익(비용)",,,,,,,,,,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,
22393,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
22394,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
22395,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
22396,기타포괄손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncome,
22397,   당기손익으로 재분류될 수 있는 항목(세후기타포괄손익),,,,,,,,,,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,
22398,   당기손익으로 재분류되지 않는항목(세후기타포괄손익),,,,,,,,,,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,
22399,총포괄손익,,,,,,,,,,ifrs-full_ComprehensiveIncome,
22400,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
22401,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
22402,   희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
22403,수익(매출액),,,,,,,,,,ifrs-full_Revenue,
22404,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
22405,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
22406,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
22407,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
22408,지분법이익,,,,,,,,,,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,
22409,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
22410,금융원가,,,,,,,,,,ifrs-full_FinanceCosts,
22411,기타이익,,,,,,,,,,dart_OtherGains,
22412,기타손실,,,,,,,,,,dart_OtherLosses,
22413,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
22414,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
22415,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
22416,기타포괄손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncome,
22417,   당기손익으로 재분류되지 않는항목(세후기타포괄손익),,,,,,,,,,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,
22418,      확정급여제도의 재측정손익(세후기타포괄손익),,,,,,,,,,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,
22419,총포괄손익,,,,,,,,,,ifrs-full_ComprehensiveIncome,
22420,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
22421,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
22422,   희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
22423,매출액,,,,,,,,,,ifrs-full_Revenue,
22424,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
22425,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
22426,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
22427,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
22428,기타수익,,,,,,,,,,dart_OtherGains,
22429,기타비용,,,,,,,,,,dart_OtherLosses,
22430,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
22431,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
22432,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
22433,법인세비용(수익),,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
22434,계속영업당기이익(손실),,,,,,,,,,ifrs-full_ProfitLossFromContinuingOperations,
22435,중단영업당기이익(손실),,,,,,,,,,ifrs-full_ProfitLossFromDiscontinuedOperations,
22436,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
22437,기타포괄손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncome,
22438,총포괄손익,,,,,,,,,,ifrs-full_ComprehensiveIncome,
22439,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
22440,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
22441,      계속영업기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations,
22442,      중단영업기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShareFromDiscontinuedOperations,
22443,   희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
22444,      계속영업희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShareFromContinuingOperations,
22445,      중단영업희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShareFromDiscontinuedOperations,
22446,매출,,,,,,,,,,ifrs-full_Revenue,
22447,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
22448,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
22449,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
22450,영업이익,,,,,,,,,,dart_OperatingIncomeLoss,
22451,기타수익,,,,,,,,,,dart_OtherGains,
22452,기타비용,,,,,,,,,,dart_OtherLosses,
22453,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
22454,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
22455,종속및관계기업투자처분손실,,,,,,,,,,,
22456,종속및관계기업투자손상차손,,,,,,,,,,,
22457,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
22458,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
22459,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
22460,기타포괄손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncome,
22461,총포괄손익,,,,,,,,,,ifrs-full_ComprehensiveIncome,
22462,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
22463,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
22464,수익(매출액),,,,,,,,,,ifrs-full_Revenue,
22465,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
22466,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
22467,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
22468,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
22469,기타이익,,,,,,,,,,dart_OtherGains,
22470,기타손실,,,,,,,,,,dart_OtherLosses,
22471,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
22472,금융원가,,,,,,,,,,ifrs-full_FinanceCosts,
22473,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
22474,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
22475,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
22476,기타포괄손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncome,
22477,총포괄손익,,,,,,,,,,ifrs-full_ComprehensiveIncome,
22478,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
22479,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
22480,수익(매출액),,,,,,,,,,ifrs-full_Revenue,
22481,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
22482,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
22483,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
22484,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
22485,기타이익,,,,,,,,,,dart_OtherGains,
22486,기타손실,,,,,,,,,,dart_OtherLosses,
22487,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
22488,금융원가,,,,,,,,,,ifrs-full_FinanceCosts,
22489,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
22490,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
22491,계속영업이익(손실),,,,,,,,,,ifrs-full_ProfitLossFromContinuingOperations,
22492,중단영업이익(손실),,,,,,,,,,ifrs-full_ProfitLossFromDiscontinuedOperations,
22493,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
22494,총포괄손익,,,,,,,,,,ifrs-full_ComprehensiveIncome,
22495,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
22496,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
22497,      계속영업기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations,
22498,      중단영업기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShareFromDiscontinuedOperations,
22499,   희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
22500,      계속영업희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShareFromContinuingOperations,
22501,      중단영업희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShareFromDiscontinuedOperations,
22502,수익(매출액),,,,,,,,,,ifrs-full_Revenue,
22503,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
22504,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
22505,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
22506,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
22507,기타수익,,,,,,,,,,dart_OtherGains,
22508,기타비용,,,,,,,,,,dart_OtherLosses,
22509,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
22510,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
22511,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
22512,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
22513,기타포괄손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncome,
22514,   당기손익으로 재분류될 수 있는 항목(세후기타포괄손익),,,,,,,,,,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,
22515,      지분법 적용대상 관계기업과 공동기업의 기타포괄손익에 대한 지분(세후기타포괄손익),,,,,,,,,,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax,
22516,총포괄손익,,,,,,,,,,ifrs-full_ComprehensiveIncome,
22517,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
22518,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
22519,   희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
22520,매출액,,,,,,,,,,ifrs-full_Revenue,
22521,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
22522,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
22523,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
22524,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
22525,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
22526,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
22527,기타영업외수익,,,,,,,,,,dart_OtherGains,
22528,기타영업외비용,,,,,,,,,,dart_OtherLosses,
22529,"종속기업,공동기업투자주식관련손익",,,,,,,,,,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,
22530,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
22531,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
22532,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
22533,기타포괄손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncome,
22534,   당기손익으로 재분류되지 않는항목(세후기타포괄손익),,,,,,,,,,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,
22535,   당기손익으로 재분류될 수 있는 항목(세후기타포괄손익),,,,,,,,,,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,
22536,      지분법자본변동,,,,,,,,,,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossBeforeTax,
22537,총포괄손익,,,,,,,,,,ifrs-full_ComprehensiveIncome,
22538,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
22539,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
22540,수익(매출액),,,,,,,,,,ifrs-full_Revenue,
22541,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
22542,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
22543,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
22544,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
22545,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
22546,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
22547,기타이익,,,,,,,,,,dart_OtherGains,
22548,기타손실,,,,,,,,,,dart_OtherLosses,
22549,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
22550,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
22551,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
22552,총포괄손익,,,,,,,,,,ifrs-full_ComprehensiveIncome,
22553,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
22554,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
22555,   희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
22556,수익(매출액),,,,,,,,,,ifrs-full_Revenue,
22557,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
22558,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
22559,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
22560,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
22561,기타이익,,,,,,,,,,dart_OtherGains,
22562,기타손실,,,,,,,,,,dart_OtherLosses,
22563,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
22564,금융원가,,,,,,,,,,ifrs-full_FinanceCosts,
22565,"종속기업, 공동지배기업과 관계기업으로부터의 기타수익(비용)",,,,,,,,,,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,
22566,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
22567,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
22568,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
22569,기타포괄손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncome,
22570,   당기손익으로 재분류되지 않는항목(세후기타포괄손익),,,,,,,,,,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,
22571,      확정급여제도의 재측정손익(세후기타포괄손익),,,,,,,,,,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,
22572,      지분상품에 대한 투자자산의 세후기타포괄손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,
22573,   당기손익으로 재분류될 수 있는 항목(세후기타포괄손익),,,,,,,,,,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,
22574,      매도가능금융자산평가손익(세후기타포괄손익),,,,,,,,,,ifrs-full_GainsLossesOnRemeasuringAvailableforsaleFinancialAssetsNetOfTax,
22575,      매도가능금융자산평가손익의 세후재분류조정,,,,,,,,,,ifrs-full_ReclassificationAdjustmentsOnAvailableforsaleFinancialAssetsNetOfTax,
22576,총포괄손익,,,,,,,,,,ifrs-full_ComprehensiveIncome,
22577,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
22578,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
22579,   희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
22580,수익(매출액),,,,,,,,,,ifrs-full_Revenue,
22581,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
22582,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
22583,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
22584,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
22585,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
22586,금융원가,,,,,,,,,,ifrs-full_FinanceCosts,
22587,기타영업외수익,,,,,,,,,,dart_OtherGains,
22588,기타영업외비용,,,,,,,,,,dart_OtherLosses,
22589,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
22590,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
22591,기타포괄손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncome,
22592,   당기손익으로 재분류되지 않는항목(세후기타포괄손익),,,,,,,,,,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,
22593,      확정급여제도의 재측정손익(세후기타포괄손익),,,,,,,,,,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,
22594,총포괄손익,,,,,,,,,,ifrs-full_ComprehensiveIncome,
22595,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
22596,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
22597,   희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
22598,수익(매출액),,,,,,,,,,ifrs-full_Revenue,
22599,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
22600,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
22601,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
22602,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
22603,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
22604,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
22605,기타수익,,,,,,,,,,dart_OtherGains,
22606,기타비용,,,,,,,,,,dart_OtherLosses,
22607,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
22608,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
22609,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
22610,기타포괄손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncome,
22611,   당기손익으로 재분류되지 않는항목(세후기타포괄손익),,,,,,,,,,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,
22612,      보험수리적손익,,,,,,,,,,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,
22613,      기타포괄손익-공정가치측정 금융자산평가손익,,,,,,,,,,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax,
22614,   당기손익으로 재분류될 수 있는 항목(세후기타포괄손익),,,,,,,,,,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,
22615,총포괄손익,,,,,,,,,,ifrs-full_ComprehensiveIncome,
22616,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
22617,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
22618,   희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
22619,수익(매출액),,,,,,,,,,ifrs-full_Revenue,
22620,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
22621,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
22622,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
22623,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
22624,기타이익,,,,,,,,,,dart_OtherGains,
22625,기타비용,,,,,,,,,,dart_OtherLosses,
22626,이자수익,,,,,,,,,,dart_OtherGains,
22627,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
22628,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
22629,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
22630,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
22631,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
22632,총포괄손익,,,,,,,,,,ifrs-full_ComprehensiveIncome,
22633,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
22634,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
22635,   희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
22636,매출,,,,,,,,,,ifrs-full_Revenue,
22637,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
22638,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
22639,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
22640,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
22641,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
22642,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
22643,기타이익,,,,,,,,,,dart_OtherGains,
22644,기타손실,,,,,,,,,,dart_OtherLosses,
22645,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
22646,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
22647,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
22648,기타포괄손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncome,
