,항목명,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,당기 1분기 3개월
2358,총포괄손익,,,,,,,,,,ifrs-full_ComprehensiveIncome,
2359,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
2360,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
2361,매출액,,,,,,,,,,ifrs-full_Revenue,
2362,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
2363,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
2364,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
2365,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
2366,기타수익,,,,,,,,,,dart_OtherGains,
2367,기타비용,,,,,,,,,,dart_OtherLosses,
2368,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
2369,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
2370,법인세비용차감전분기순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
2371,법인세비용(수익),,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
2372,분기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
2373,분기기타포괄손익(법인세효과 차감 후),,,,,,,,,,ifrs-full_OtherComprehensiveIncome,
2374,   당기손익으로 재분류되지 않는 항목,,,,,,,,,,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,
2375,      기타포괄손익-공정가치 지분상품 평가손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,
2376,   후속적으로 당기손익으로 재분류되는 항목,,,,,,,,,,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,
2377,      현금흐름위험회피,,,,,,,,,,ifrs-full_GainsLossesOnCashFlowHedgesNetOfTax,
2378,분기총포괄이익(손실),,,,,,,,,,ifrs-full_ComprehensiveIncome,
2379,주당이익(손실),,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
2380,   보통주 기본 및 희석주당이익(손실),,,,,,,,,,,
2381,   우선주 기본 및 희석주당이익(손실),,,,,,,,,,,
2382,영업수익,,,,,,,,,,ifrs-full_Revenue,
2383,   광고수익,,,,,,,,,,dart_RevenueFromRenderingOfServicesBroadcastBusiness,
2384,   사업수익,,,,,,,,,,ifrs-full_RevenueFromRoyalties,
2385,영업비용,,,,,,,,,,ifrs-full_CostOfSales,
2386,   방송제작비,,,,,,,,,,dart_CostOfSalesFromRenderingOfServicesBroadcastBusiness,
2387,   사업비용,,,,,,,,,,dart_CostOfSalesFromRoyalties,
2388,   판매비와관리비,,,,,,,,,,dart_MiscellaneousExpenses,
2389,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
2390,기타이익,,,,,,,,,,dart_OtherGains,
2391,기타비용,,,,,,,,,,dart_OtherLosses,
2392,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
2393,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
2394,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
2395,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
2396,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
2397,기타포괄손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncome,
2398,   당기손익으로 재분류되지 않는항목(세후기타포괄손익),,,,,,,,,,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,
2399,      확정급여제도의 재측정손익(세후기타포괄손익),,,,,,,,,,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,
2400,      기타포괄손익-공정가치측정 금융자산 평가손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncomeBeforeTaxGainsLossesFromInvestmentsInEquityInstruments,
2401,총포괄손익,,,,,,,,,,ifrs-full_ComprehensiveIncome,
2402,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
2403,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
2404,   희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
2405,영업수익,,,,,,,,,,ifrs-full_Revenue,
2406,   사업수익,,,,,,,,,,ifrs-full_RevenueFromRoyalties,
2407,   배당수익(매출액),,,,,,,,,,ifrs-full_RevenueFromDividends,
2408,영업비용,,,,,,,,,,ifrs-full_CostOfSales,
2409,   판매비와관리비,,,,,,,,,,dart_MiscellaneousExpenses,
2410,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
2411,기타수익,,,,,,,,,,dart_OtherGains,
2412,기타비용,,,,,,,,,,dart_OtherLosses,
2413,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
2414,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
2415,종속기업투자주식처분이익,,,,,,,,,,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,
2416,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
2417,법인세비용(수익),,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
2418,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
2419,기타포괄손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncome,
2420,   당기손익으로 재분류될 수 있는 항목(세후기타포괄손익),,,,,,,,,,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,
2421,      기타포괄손익-공정가치 측정 금융자산 평가손익(세후기타포괄손익),,,,,,,,,,ifrs-full_GainsLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeNetOfTax,
2422,   당기손익으로 재분류되지 않는항목(세후기타포괄손익),,,,,,,,,,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,
2423,      확정급여제도의 재측정요소,,,,,,,,,,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,
2424,총포괄손익,,,,,,,,,,ifrs-full_ComprehensiveIncome,
2425,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
2426,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
2427,   희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
2428,매출,,,,,,,,,,ifrs-full_Revenue,
2429,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
2430,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
2431,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
2432,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
2433,기타수익,,,,,,,,,,dart_OtherGains,
2434,기타비용,,,,,,,,,,dart_OtherLosses,
2435,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
2436,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
2437,종속기업투자처분이익,,,,,,,,,,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,
2438,법인세비용차감전순이익,,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
2439,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
2440,분기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
2441,기타포괄손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncome,
2442,   후속적으로 당기손익으로 재분류되지 않는 항목,,,,,,,,,,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,
2443,      기타포관손익-공정가치 측정 금융자산 평가손익,,,,,,,,,,,
2444,총포괄이익(손실),,,,,,,,,,ifrs-full_ComprehensiveIncome,
2445,주당이익(손실),,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
2446,   기본 및 희석주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
2447,영업수익,,,,,,,,,,ifrs-full_Revenue,
2448,   채권추심료수입,,,,,,,,,,,
2449,   신용조사수입,,,,,,,,,,,
2450,   신용조회수입,,,,,,,,,,,
2451,영업비용,,,,,,,,,,ifrs-full_CostOfSales,
2452,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
2453,영업외수익,,,,,,,,,,dart_OtherGains,
2454,   이자수익,,,,,,,,,,dart_InterestIncomeFinanceIncome,
2455,   외화환산이익,,,,,,,,,,dart_GainOnForeignExchangeTranslations,
2456,   잡이익,,,,,,,,,,dart_MiscellaneousIncome,
2457,   충당부채환입액,,,,,,,,,,dart_ReversalsOfProvisionsForReturnedGoods,
2458,영업외비용,,,,,,,,,,dart_OtherLosses,
2459,   이자비용,,,,,,,,,,dart_InterestExpenseFinanceExpense,
2460,   관계기업투자주식손상차손,,,,,,,,,,,
2461,   유형자산처분손실,,,,,,,,,,dart_LossesOnDisposalsOfPropertyPlantAndEquipment,
2462,   충당부채의 전입액,,,,,,,,,,dart_OtherExpenseOfProvisions,
2463,   잡손실,,,,,,,,,,dart_MiscellaneousLosses,
2464,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
2465,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
2466,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
2467,기타포괄손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncome,
2468,   후속적으로 당기손익으로 재분류되지 않는 기타포괄손익,,,,,,,,,,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,
2469,   기타포괄손익-공정가치 금융자산 처분손익,,,,,,,,,,,
2470,총포괄손익,,,,,,,,,,ifrs-full_ComprehensiveIncome,
2471,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
2472,   기본및희석주당이익,,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
2473,매출액,,,,,,,,,,ifrs-full_Revenue,
2474,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
2475,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
2476,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
2477,경상연구개발비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
2478,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
2479,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
2480,   금융이익-기타,,,,,,,,,,,
2481,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
2482,종속기업 투자주식 손상차손,,,,,,,,,,,
2483,기타영업외수익,,,,,,,,,,dart_OtherGains,
2484,기타영업외비용,,,,,,,,,,dart_OtherLosses,
2485,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
2486,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
2487,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
2488,기타포괄손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncome,
2489,   해외사업환산손익,,,,,,,,,,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,
2490,총포괄손익,,,,,,,,,,ifrs-full_ComprehensiveIncome,
2491,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
2492,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
2493,   희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
2494,매출액,,,,,,,,,,ifrs-full_Revenue,
2495,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
2496,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
2497,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
2498,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
2499,기타수익,,,,,,,,,,dart_OtherGains,
2500,기타비용,,,,,,,,,,dart_OtherLosses,
2501,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
2502,금융원가,,,,,,,,,,ifrs-full_FinanceCosts,
2503,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
2504,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
2505,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
2506,총포괄손익,,,,,,,,,,ifrs-full_ComprehensiveIncome,
2507,주당순이익,,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
2508,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
2509,   희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
2510,매출액,,,,,,,,,,ifrs-full_Revenue,
2511,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
2512,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
2513,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
2514,영업이익,,,,,,,,,,dart_OperatingIncomeLoss,
2515,기타수익,,,,,,,,,,dart_OtherGains,
2516,기타비용,,,,,,,,,,dart_OtherLosses,
2517,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
2518,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
2519,법인세비용차감전순이익,,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
2520,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
2521,당기순이익,,,,,,,,,,ifrs-full_ProfitLoss,
2522,기타포괄손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncome,
2523,   당기손익으로 재분류되지 않는 항목,,,,,,,,,,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,
2524,      기타포괄손익-공정가치측정금융자산 평가손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,
2525,      순확정급여부채 재측정요소,,,,,,,,,,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,
2526,당기총포괄손익,,,,,,,,,,ifrs-full_ComprehensiveIncome,
2527,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
2528,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
2529,   희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
2530,매출액,,,,,,,,,,ifrs-full_Revenue,
2531,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
2532,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
2533,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
2534,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
2535,기타수익,,,,,,,,,,dart_OtherGains,
2536,기타비용,,,,,,,,,,dart_OtherLosses,
2537,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
2538,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
2539,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
2540,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
2541,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
2542,기타포괄손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncome,
2543,   당기손익으로 재분류되지 않는항목,,,,,,,,,,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,
2544,      보험수리적이익(손실),,,,,,,,,,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,
2545,총포괄손익,,,,,,,,,,ifrs-full_ComprehensiveIncome,
2546,수익(매출액),,,,,,,,,,ifrs-full_Revenue,
2547,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
2548,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
2549,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
2550,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
2551,기타이익,,,,,,,,,,dart_OtherGains,
2552,기타손실,,,,,,,,,,dart_OtherLosses,
2553,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
2554,금융원가,,,,,,,,,,ifrs-full_FinanceCosts,
2555,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
2556,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
2557,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
2558,기타포괄손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncome,
2559,총포괄손익,,,,,,,,,,ifrs-full_ComprehensiveIncome,
2560,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
2561,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
2562,   희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
2563,수익(매출액),,,,,,,,,,ifrs-full_Revenue,
2564,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
2565,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
2566,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
2567,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
2568,기타이익,,,,,,,,,,dart_OtherGains,
2569,기타손실,,,,,,,,,,dart_OtherLosses,
2570,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
2571,금융원가,,,,,,,,,,ifrs-full_FinanceCosts,
2572,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
2573,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
2574,기타포괄손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncome,
2575,   당기손익으로 재분류되지 않는항목(세후기타포괄손익),,,,,,,,,,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,
2576,      기타포괄손익-공정가치에서 당기손익-공정가치 측정 금융자산으로 재분류시 기타포괄손익누적액 중 당기손익으로 재분류되는 이익,,,,,,,,,,,
2577,총포괄손익,,,,,,,,,,ifrs-full_ComprehensiveIncome,
2578,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
2579,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
2580,   희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
2581,매출액,,,,,,,,,,ifrs-full_Revenue,
2582,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
2583,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
2584,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
2585,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
2586,기타수익,,,,,,,,,,dart_OtherGains,
2587,기타비용,,,,,,,,,,dart_OtherLosses,
2588,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
2589,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
2590,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
2591,법인세비용(수익),,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
2592,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
2593,기타포괄손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncome,
2594,   후속적으로 당기손익으로 재분류되지 않는 항목,,,,,,,,,,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,
2595,      순확정급여부채의 재측정요소,,,,,,,,,,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,
2596,      기타포괄손익-공정가치금융자산평가손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,
2597,총포괄이익(손실),,,,,,,,,,ifrs-full_ComprehensiveIncome,
2598,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
2599,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
2600,   희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
2601,매출,,,,,,,,,,ifrs-full_Revenue,
2602,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
2603,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
2604,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
2605,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
2606,기타수익,,,,,,,,,,dart_OtherGains,
2607,기타비용,,,,,,,,,,dart_OtherLosses,
2608,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
2609,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
2610,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
2611,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
2612,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
2613,기타포괄손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncome,
2614,   후속적으로 당기손익으로 재분류 되지 않는 포괄손익,,,,,,,,,,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossBeforeTax,
2615,      투자부동산처분에 따른 법인세효과,,,,,,,,,,,
2616,      기타포괄손익-공정가치측정 금융자산 평가손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncomeBeforeTaxGainsLossesFromInvestmentsInEquityInstruments,
2617,총포괄손익,,,,,,,,,,ifrs-full_ComprehensiveIncome,
2618,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
2619,   기본주당순이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
2620,   희석주당순이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
2621,매출액,,,,,,,,,,ifrs-full_Revenue,
2622,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
2623,매출총이익(손실),,,,,,,,,,ifrs-full_GrossProfit,
2624,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
2625,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
2626,기타영업외수익,,,,,,,,,,dart_OtherGains,
2627,기타영업외비용,,,,,,,,,,dart_OtherLosses,
2628,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
2629,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
2630,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
2631,법인세비용(수익),,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
2632,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
2633,기타포괄손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncome,
2634,총포괄손익,,,,,,,,,,ifrs-full_ComprehensiveIncome,
2635,주당이익(손실),,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
2636,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
2637,   희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
2638,수익(매출액),,,,,,,,,,ifrs-full_Revenue,
2639,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
2640,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
2641,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
2642,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
2643,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
2644,금융원가,,,,,,,,,,ifrs-full_FinanceCosts,
2645,기타이익,,,,,,,,,,dart_OtherGains,
2646,기타손실,,,,,,,,,,dart_OtherLosses,
2647,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
2648,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
2649,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
2650,기타포괄손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncome,
2651,   당기손익으로 재분류될 수 있는 항목(세후기타포괄손익),,,,,,,,,,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,
2652,      매도가능금융자산평가손익(세후기타포괄손익),,,,,,,,,,ifrs-full_GainsLossesOnRemeasuringAvailableforsaleFinancialAssetsNetOfTax,
2653,   당기손익으로 재분류되지 않는항목(세후기타포괄손익),,,,,,,,,,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,
2654,      기타포괄손익-공정가치측정 금융자산평가손익,,,,,,,,,,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax,
2655,총포괄손익,,,,,,,,,,ifrs-full_ComprehensiveIncome,
2656,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
2657,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
2658,영업수익,,,,,,,,,,ifrs-full_Revenue,
2659,영업비용,,,,,,,,,,ifrs-full_CostOfSales,
2660,영업이익,,,,,,,,,,dart_OperatingIncomeLoss,
2661,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
2662,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
2663,기타영업외수익,,,,,,,,,,dart_OtherGains,
2664,기타영업외비용,,,,,,,,,,dart_OtherLosses,
2665,법인세비용차감전계속영업순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
2666,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
2667,분기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
2668,기타포괄손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncome,
2669,   후속적으로 당기손익으로 재분류되지 않는 항목,,,,,,,,,,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,
2670,      확정급여제도의 재측정요소,,,,,,,,,,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,
2671,분기총포괄이익,,,,,,,,,,ifrs-full_ComprehensiveIncome,
2672,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
2673,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
2674,매출액,,,,,,,,,,ifrs-full_Revenue,
2675,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
2676,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
2677,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
2678,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
2679,기타이익,,,,,,,,,,dart_OtherGains,
2680,기타손실,,,,,,,,,,dart_OtherLosses,
2681,순금융원가,,,,,,,,,,ifrs-full_FinanceCosts,
2682,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
2683,금융원가,,,,,,,,,,ifrs-full_FinanceCosts,
2684,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
2685,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
2686,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
2687,기타포괄손익,,,,,,,,,,ifrs-full_OtherComprehensiveIncome,
