,항목코드,항목명
3449,ifrs-full_ProfitLoss,당(분)기순이익
3474,ifrs-full_BasicEarningsLossPerShare,   기본 및 희석 주당이익(손실)
3503,ifrs-full_OtherComprehensiveIncome,당기세후기타포괄손익
3508,ifrs-full_BasicEarningsLossPerShare,   기본(희석)주당순이익(손실)
3521,ifrs-full_ProfitLossFromContinuingOperations,계속영업당기순이익(손실)
3540,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax,      기타포괄손익-공정가치 측정 지분상품  평가손익
3546,ifrs-full_RevenueFromSaleOfGoods,   상품의 판매로 인한 수익(매출액)
3549,dart_CostOfSalesFromSaleOfGoods,   상품의 판매로 인한 수익(매출액)에 대한 매출원가
3552,dart_TotalSellingGeneralAdministrativeExpenses,일반관리비
3570,dart_SalesPromotionExpenses,   판매촉진비
3571,dart_ResearchExpense,   조사연구비
3576,dart_OutsourcingExpenses,   용역비
3591,dart_GainsOnDisposalsOfShortTermFinancialInstrumentsFinancialIncome,   금융상품처분이익
3592,dart_GainsOnValuationOfFairValueFinancialAssetFinancialIncome,   당기손익인식금융자산평가이익
3597,dart_LossesOnDisposalsOfHeldForTradingFinancialAssetsFinancialExpense,   금융자산처분손실
3598,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,"관계기업,공동기업,종속기업 관련 이익(손실)"
3625,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax,      해외사업장환산외환차이(세후기타포괄손익)
3728,ifrs-full_BasicEarningsLossPerShare,   기본주당손익(손실)
3729,ifrs-full_DilutedEarningsLossPerShare,   희석주당손익(손실)
3751,ifrs-full_OtherComprehensiveIncome,세후 기타포괄손익
3754,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,      퇴직급여채무 재측정요소
3759,dart_RevenueFromSaleOfGoodsMerchandise,   상품매출
3760,dart_RevenueFromRenderingOfServicesRental,   배관임대매출
3761,dart_RevenueContributionToConstruction,   공사부담금수익
3764,dart_CostOfSalesFromRenderingOfServicesRental,   배관임대매출원가
3779,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,      기타포괄손익-금융자산평가손익
3781,ifrs-full_EarningsPerShareAbstract,지배기업 소유주지분에 대한 주당순이익
3818,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,      기타포괄손익-공정가치측정 금융자산 평가손익(지분상품)
3820,ifrs-full_GainsLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeNetOfTax,      기타포괄손익-공정가치 측정 금융자산 평가손익(채무상품)
3827,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,      보험수리적 손익
3845,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,   후속적으로 당기손익으로 재분류되지 않는항목
3908,dart_LeaseExpenses,   리스료
3912,dart_GainsOnDisposalsOfAvailableForSaleFinancialAssets,   매도가능금융자산처분이익
3918,dart_LossesOnDisposalOfAvailableForSaleFinancialAssets,   매도가능금융자산처분손실
3967,ifrs-full_GainsLossesOnRemeasuringAvailableforsaleFinancialAssetsNetOfTax,      매도가능금융자산평가손익
3994,ifrs-full_GainsLossesOnRemeasuringAvailableforsaleFinancialAssetsNetOfTax,      투자자산평가손익
4000,dart_TotalSellingGeneralAdministrativeExpenses,관리비
4013,ifrs-full_OtherComprehensiveIncomeBeforeTaxGainsLossesFromInvestmentsInEquityInstruments,      기타포괄손익-공정가치측정 금융자산 평가손익
4014,dart_IncomeTaxRelatingToComponentsOfOtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLoss,      당기손익으로 재분류되지 않는 항목의 법인세
4017,ifrs-full_BasicEarningsLossPerShare,   기본 및 희석주당이익
4031,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,관계기업 투자주식 관련손익
4078,dart_OtherGains,기타손익
4086,ifrs-full_ProfitLoss,당기의 순이익
4169,ifrs-full_BasicEarningsLossPerShare,   기본주당분기순이익(손실)
4170,ifrs-full_DilutedEarningsLossPerShare,   희석주당분기순이익(손실)
4181,ifrs-full_IncomeTaxExpenseContinuingOperations,법인세비용(손실)
4185,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRevaluation,      기타포괄손익-공정가치 측정 금융자산평가손익
4244,ifrs-full_FinanceCosts,금융비용.
4248,ifrs-full_OtherComprehensiveIncome,기타포괄손익.
4286,ifrs-full_OtherComprehensiveIncome,법인세차감후기타포괄손익
4287,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,   후속적으로 당기손익으로 재분류되지않는 항목
4365,ifrs-full_EarningsPerShareAbstract,지배기업 소유주지분에 대한 주당손익
4381,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,   후속적으로 당기손익으로 재분류 되지 않는 항목
4383,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,   후속적으로 당기손익으로 재분류 될 수 있는 항목
4417,dart_GainsOnDisposalsOfInvestments,   투자자산처분이익
4420,dart_GainsFromRedemptionOfBonds,   사채상환이익
4443,ifrs-full_GainsLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeNetOfTax,      기타포괄손익-공정가치지분상품평가손익
4550,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,      기타포괄손익-공정가치 지분상품 평가손익
4552,ifrs-full_GainsLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeNetOfTax,      기타포괄손익-공정가치 채무상품 평가손익
4671,ifrs-full_IncomeTaxExpenseContinuingOperations,계속영업손익법인세비용
4679,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations,   계속영업기본주당손익
4680,ifrs-full_DilutedEarningsLossPerShareFromContinuingOperations,   계속영업희석주당손익
4681,ifrs-full_BasicEarningsLossPerShareFromDiscontinuedOperations,   중단영업기본주당손익
4682,ifrs-full_DilutedEarningsLossPerShareFromDiscontinuedOperations,   중단영업희석주당손익
4817,ifrs-full_OtherComprehensiveIncomeBeforeTaxGainsLossesOnRevaluation,      자산재평가손익(세전기타포괄손익)
4838,ifrs-full_OtherComprehensiveIncome,법인세효과차감후 기타포괄손익
4920,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,   당기손익으로 재분류되는 항목
4962,ifrs-full_ProfitLossBeforeTax,법인세비용차감전사업손익
4963,ifrs-full_IncomeTaxExpenseContinuingOperations,계속사업손익법인세비용
4964,ifrs-full_ProfitLossFromContinuingOperations,계속사업이익(손실)
4997,ifrs-full_GrossProfit,매출총손익
5026,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,   후속적적으로 재분류되지 않는항목
5060,dart_ElectricPowerExpense,   수도광열비 및 전력비
5084,dart_GainsOnValuationOfInvestmentAssets,   투자자산평가이익
5091,dart_WritedownsOfInventories,   재고자산감모손실
5092,dart_LossesOnValuationOfInvestmentAssets,   투자자산평가손실
5137,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,종속기업투자손익
5147,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,      공정가치 측정 금융자산 평가손익
5182,ifrs-full_ProfitLossBeforeTax,계속사업 법인세비용차감전순이익(손실)
5190,ifrs-full_BasicEarningsLossPerShare,   기본주당계속엽업이익
5191,ifrs-full_DilutedEarningsLossPerShare,   희석주당계속영업이익
5213,ifrs-full_OtherComprehensiveIncome,당기세후기타포괄이익(손실)
5373,ifrs-full_OtherComprehensiveIncome,당기기타포괄이익(손실)
5437,dart_RevenueFromSaleOfGoodsProduct,   제품매출
5461,dart_ExpenseForManagementOfAffairs,   사무용품비
5471,dart_ImpairmentLossRecoveryOfAccountsReceivables,   매출채권및기타수취채권손상차손(환입)
5485,dart_GainsOnValuationOfHeldForTradingFinancialAssetsFinancialIncome,   당기손익-공정가치측정 평가이익
5495,ifrs-full_BasicEarningsLossPerShare,   기본주당손실
5496,ifrs-full_DilutedEarningsLossPerShare,   희석주당손실
5558,ifrs-full_RevenueFromRoyalties,   브랜드로열티매출
5631,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,   당기손익 재분류 항목
5633,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,   당기손익 비재분류 항목
5798,ifrs-full_GainsLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeNetOfTax,      기타포괄손익-공정가치 측정 채무상품 평가손익(세후기타포괄손익)
5801,ifrs-full_BasicEarningsLossPerShare,   보통주주당이익(손실)
5983,ifrs-full_BasicEarningsLossPerShare,   기본및희석주당순손익
6024,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,      순확정급여채무의 재측정요소
6072,ifrs-full_ProfitLossBeforeTax,법인세비용차감전손익
6080,ifrs-full_BasicEarningsLossPerShare,   계속영업기본(희석)주당손익
6176,ifrs-full_EarningsPerShareAbstract,지배회사 소유지분에 대한 주당이익
6177,ifrs-full_BasicEarningsLossPerShare,   보통주 계속영업기본및희석주당순이익
6207,ifrs-full_GainsLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeNetOfTax,      기타포괄손익-공정가치 측정 금융자산 평가손익
6291,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax,      당기손익인식지정금융부채평가손익
6386,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,      확정급여채무의 재측정요소
6407,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax,      해외사업환산이익(손실)
6467,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,관계기업투자관련이익
6579,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,   후속적으로 당기손익으로 재분류되지 않는 항목:
6582,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,   후속적으로 당기손익으로 재분류될 수 있는 항목:
6583,ifrs-full_GainsLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeNetOfTax,      기타포괄손익-공정가치채무상품 평가손익
6584,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,      종속기업 및 관계기업 기타포괄손익에 대한 지분해당액
6587,ifrs-full_OtherComprehensiveIncome,계속기타포괄손익
6589,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,      퇴직급여부채의 재측정요소
6604,ifrs-full_ProfitLossFromContinuingOperations,계속영업 분기순이익(손실)
6605,ifrs-full_ProfitLossFromDiscontinuedOperations,중단영업 분기순이익(손실)
6698,ifrs-full_GainsLossesOnRemeasuringAvailableforsaleFinancialAssetsNetOfTax,      매도가능증권평가손익
6713,ifrs-full_ProfitLoss,당기순손익
6716,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,      종업원급여재측정요소
6717,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRevaluation,      기타포괄손익공정가치측정 금융자산평가손익
6756,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,관계기업손익
6764,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,      기타포괄손익-공정가치측정지분상품 평가손익
6776,ifrs-full_GainsLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeBeforeTax,      기타포괄손익-공정가치측정 채무상품 평가손익
6778,dart_IncomeTaxRelatingToComponentsOfOtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLoss,      당기손익으로 재분류될 수 있는 항목의 법인세
6836,dart_UtilityExpenses,   동력용수비
6847,dart_SamplesExpenses,   견본비
6850,dart_Commissions,   제수수료
6855,dart_TrainingExpenses,   교육비
6857,dart_AfterServiceExpenses,   납후봉사비
6884,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRevaluation,      기타포괄손익 -공정가치 금융자산평가손익
6902,ifrs-full_OtherComprehensiveIncome,기타포괄이익(손실)
6955,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,종속기업에 대한 지분법손익
6967,ifrs-full_BasicEarningsLossPerShare,   1. 보통주기본주당순이익
6970,ifrs-full_RevenueFromRoyalties,   로열티수익(매출액)
6990,ifrs-full_Revenue,Ⅰ.매출액(주석3.24)
6991,ifrs-full_CostOfSales,Ⅱ.매출원가(주석24)
6993,dart_TotalSellingGeneralAdministrativeExpenses,1.판매비와관리비(주석3.19.21.24.28)
6994,dart_OperatingIncomeLoss,Ⅳ.영업이익
6995,dart_OtherGains,1.기타수익(주석22.24)
6996,dart_OtherLosses,2.기타비용(주석22.24)
6997,ifrs-full_FinanceIncome,3.금융수익(주석3.23.24)
6998,ifrs-full_FinanceCosts,4.금융비용(주석3.23.24)
6999,ifrs-full_ProfitLossBeforeTax,Ⅴ.법인세비용차감전순이익(주석24)
7000,ifrs-full_IncomeTaxExpenseContinuingOperations,Ⅵ.법인세비용(주석3.25)
7001,ifrs-full_ProfitLoss,Ⅶ.당기순이익(손실)
7006,ifrs-full_ComprehensiveIncome,Ⅸ.당기총포괄손익
7007,ifrs-full_EarningsPerShareAbstract,Ⅹ.주당이익(주석3.26)
7008,ifrs-full_BasicEarningsLossPerShare,   1.기본주당이익
7082,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,      기타포괄손익-공정가치 금융자산 평가손익
7085,ifrs-full_BasicEarningsLossPerShare,   계속영업 주당손익
7108,dart_RevenueFromRenderingOfServicesBroadcastBusiness,   통신매출
7109,dart_RevenueFromRenderingOfServicesEducation,   교육매출
7114,dart_CostOfSalesFromRenderingOfServicesBroadcastBusiness,   통신매출원가
7115,dart_CostOfSalesFromRenderingOfServicesEducationBusiness,   교육매출원가
7152,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRevaluation,      매도가능금융자산의 세후재측정이익
7153,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,   후속적으로 당기손익으로 재분류되는 세후기타포괄손익
7239,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,      확정급여제도의 보험수리적손익(세후기타포괄손익)
7242,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,      관계기업 기타포괄손익에 대한 지분
7280,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,      순확정급여제도재측정요소
7283,ifrs-full_GrossProfit,영업수익(매출)
7288,dart_MiscellaneousExpenses,   판매관리비
7289,dart_OrdinaryDevelopmentExpense,   연구개발비
7300,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,   후속적으로 손익으로 재분류되지 않는 항목
7308,dart_TotalSellingGeneralAdministrativeExpenses,판매관리비
7340,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,   1. 후속적으로 당기손익으로 재분류되는 항목
7342,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,   2. 후속적으로 당기손익으로 재분류되지 않는 항목
7346,ifrs-full_BasicEarningsLossPerShare,   지배기업 소유주 기본주당이익
7347,ifrs-full_DilutedEarningsLossPerShare,   지배기업 소유주 희석주당이익
7363,dart_OtherGains,투자손익
7374,ifrs-full_BasicEarningsLossPerShare,   지배기업소유주 기본주당손익
7380,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,      순확정급여부채 재평가손익
7417,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,   후속적으로 당기손익으로 재분류되지 않는포괄손익
7419,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRevaluation,      기타포괄손익-공정가치측정금융자산평가
7495,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,   당기손익 재분류불가능
7497,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,      기타포괄손익금융자산평가
7530,dart_SalariesWages,   급여 및 퇴직급여
7532,dart_DepreciationExpense,   유무형자산상각비
7536,dart_MiscellaneousExpenses,   기타판매관리비
7547,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRevaluation,      기타포괄손익-재평가적립금
7554,ifrs-full_DilutedEarningsLossPerShare,   희석화주당순이익
7633,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,   당기손익으로 재분류되지 않는 포괄손익
7634,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,      종업원급여 재측정요소
7731,ifrs-full_ProfitLossBeforeTax,법인세비용차감전순이익(순손실)
7736,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRevaluation,      유형자산재평가이익(손실)
7737,ifrs-full_ComprehensiveIncome,당분기총포괄이익(손실)
7738,ifrs-full_EarningsPerShareAbstract,지배기업의 소유지분에 대한 주당손익
7858,dart_InterestExpenseFinanceExpense,   금융비용
7859,dart_OtherFinancialExpenses,   기타영업외비용
7883,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,   1. 후속적으로 당기손익으로 재분류되지 않는 항목
7886,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,   2. 후속적으로 당기손익으로 재분류될 수 있는 항목
7889,ifrs-full_BasicEarningsLossPerShare,   기본보통주주당이익(손실)
7890,ifrs-full_DilutedEarningsLossPerShare,   기본우선주주당이익(손실)
7921,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,관계기업 손익에 대한 지분
7925,ifrs-full_OtherComprehensiveIncome,법인세비용차감 후 기타포괄손익
7987,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,지분법 적용대상 관계기업 수익(비용)
7993,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,      지분법 적용대상 관계기업 지분변동
8054,ifrs-full_ComprehensiveIncome,분기포괄손익
8056,ifrs-full_BasicEarningsLossPerShare,   지배지업 지분에 대한 주당이익(손실)
8087,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossBeforeTax,   당기손익으로 재분류되지 않는 항목:
8145,dart_GainsOnValuationOfFairValueFinancialAsset,   공정가치측정금융자산평가이익
8151,dart_LossesOnValuationOfFairValueFinancialAsset,   공정가치측정금융자산평가손실
8152,dart_LossesOnDisposalOfFairValueFinancialAsset,   공정가치측정금융자산처분손실
8200,dart_ExportOverallExpense,   해외시장개척비
8203,dart_DelinquentChargeIncome,   이자수입
8212,dart_LossesOnDispositionOfReceivables,   매출채권처분손실
8226,dart_LossesFromRedemptionOfBondsFinancialExpense,   사채상환손실(금융원가)
8274,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,      지분법 적용대상 관계기업과 공동기업의 기타포괄손익에 대한 지분
8292,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax,      지분법 자본변동
8315,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,   후속적으로 당기손익으로 재분류되는 항목:
8338,ifrs-full_EarningsPerShareAbstract,주당순손실
8339,ifrs-full_BasicEarningsLossPerShare,   기본 및 희석 주당순손실
8351,ifrs-full_ComprehensiveIncome,당기포괄손익
8428,ifrs-full_BasicEarningsLossPerShare,   보통주기본주당순이익
8429,ifrs-full_DilutedEarningsLossPerShare,   보통주희석주당순이익
8456,ifrs-full_OtherComprehensiveIncome,세후 기타포괄이익(손실)
8460,ifrs-full_ComprehensiveIncome,세후 총포괄이익(손실)
8462,dart_RevenueFromSaleOfGoodsProduct,   제품
8463,dart_RevenueFromSaleOfGoodsMerchandise,   상품
8484,ifrs-full_GainsLossesOnCashFlowHedgesNetOfTax,      현금흐름위험회피손익
8507,dart_ElectricPowerExpense,   전력비
8529,dart_LentIncome,   임대료
8633,ifrs-full_BasicEarningsLossPerShare,   계속사업 기본 및 희석주당순이익
8673,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,"      공동기업, 관계기업 기타포괄손익 중 지분해당액"
8694,dart_GasAndOilExpenses,   연료비
8711,dart_ProductRepairExpenses,   판매수수료
8713,dart_ExperimentalResearchExpenses,   실험비
8734,dart_GainsOnTransactionOfDerivativeFinancialInstrumentsFinancialIncome,   파생상품거래이익
8741,dart_LossesOnTransactionOfDerivativeFinancialInstrumentsFinancialExpense,   파생상품거래손실
8747,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,      순확정급여부채의재측정요소
8750,ifrs-full_BasicEarningsLossPerShare,   기본및 희석주당이익(손실)
8812,ifrs-full_BasicEarningsLossPerShare,   지배기업지분순이익의 기본주당이익(손실)
8813,ifrs-full_DilutedEarningsLossPerShare,   지배기업지분순이익의 희석주당이익(손실)
8816,dart_RevenueFromSaleOfGoodsRealEstate,   분양수익
8821,dart_OtherCostOfSales,   기타원가
8836,ifrs-full_Revenue,Ⅰ.영업수익
8837,ifrs-full_CostOfSales,Ⅱ.영업비용
8843,dart_OperatingIncomeLoss,Ⅲ.영업이익
8848,ifrs-full_ProfitLossBeforeTax,IV.법인세비용차감전순이익
8851,ifrs-full_OtherComprehensiveIncome,Ⅵ.기타포괄손익
8854,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,      기타포괄손익공정가치측정금융자산평가손익
8856,ifrs-full_ComprehensiveIncome,Ⅶ.총포괄손익
8857,ifrs-full_EarningsPerShareAbstract,Ⅷ.주당이익(손실)
8863,dart_TotalSellingGeneralAdministrativeExpenses,판매비와일반관리비
8874,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,   후속적으로 당기손익으로 재분류되지 않는 포괄손익:
8876,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,      확정퇴직급여제도의 재측정요소
8916,dart_IncomeTaxRelatingToComponentsOfOtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLoss,      당기손익으로 재분류될수 있는 항목의 법인세
8972,ifrs-full_ComprehensiveIncome,분기포괄이익(손실)
8997,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax,      지분법적용대상관련지분해당액
9002,ifrs-full_EarningsPerShareAbstract,지배기업지분에대한주당이익
9004,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations,      계속영업기본주당이익
9014,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,종속기업및관계기업지분법손익
9077,ifrs-full_Revenue,I. 매출액
9078,ifrs-full_CostOfSales,II. 매출원가
9079,ifrs-full_GrossProfit,III. 매출총이익
9080,dart_TotalSellingGeneralAdministrativeExpenses,IV. 판매비와관리비
9081,dart_OperatingIncomeLoss,V. 영업이익(손실)
9088,ifrs-full_ProfitLossBeforeTax,VIII. 법인세비용차감전순이익(손실)
9089,ifrs-full_IncomeTaxExpenseContinuingOperations,IX. 법인세비용
9091,ifrs-full_OtherComprehensiveIncome,XI. 기타포괄손익
9094,ifrs-full_ComprehensiveIncome,XII. 총포괄손익
9095,ifrs-full_EarningsPerShareAbstract,XV. 주당이익
9104,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,관계기업으로부터의 기타수익(비용)
9113,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,      지분법 적용관계기업의 기타포괄손익에 대한 지분(세후기타포괄손익)
9201,dart_RevenueFromSaleOfGoodsFishing,   어획물매출액
9207,dart_CostOfSalesFromSaleOfGoodsFishing,   어획물매출원가
9210,dart_CostOfSalesFromRenderingOfServicesDistribution,   물류매출원가
9216,ifrs-full_FinanceIncome,순금융비용
9224,ifrs-full_ProfitLossFromDiscontinuedOperations,중단영업분기순이익
9226,ifrs-full_OtherComprehensiveIncome,법인세비용차감후 기타포괄손익
9248,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,      확정급여제도의 재측정요소(세후기타포괄손익)
9353,dart_ExperimentalResearchExpenses,   연구비
9360,dart_AfterServiceExpenses,   A/S비용
9378,dart_GainsOnDisposalsOfFairValueFinancialAssetFinancialIncome,   당기손익공정가치금융자산처분이익
9379,dart_GainsOnValuationOfFairValueFinancialAssetFinancialIncome,   당기손익공정가치금융자산평가이익
9385,dart_LossesOnValuationOfFairValueFinancialAssetFinancialExpense,   당기손익공정가치금융자산평가손실
9439,ifrs-full_FinanceIncome,금융수익-기타
9451,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,      공정가치측정 금융자산 평가이익 세후기타포괄손익
9456,ifrs-full_DilutedEarningsLossPerShareFromContinuingOperations,   계속영업기본및희석주당순손실
9457,ifrs-full_DilutedEarningsLossPerShareFromDiscontinuedOperations,   중단영업기본및희석주당순이익(손실)
9458,ifrs-full_Revenue,수익
9462,dart_FreightExpenses,   물류비
9484,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,종속기업과 관계기업으로부터의 이익
9490,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax,      기타포괄손익 - 공정가치로 측정하는 지분상품투자 평가손익
9540,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,   1. 후속적으로 당기손익으로 재분류되지 않는 항목 :
9542,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRevaluation,      토지재평가차익
9543,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,   2. 후속적으로 당기손익으로 재분류되는 항목 :
9665,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax,      지분법기타포괄손익
9739,dart_IncomeTaxRelatingToComponentsOfOtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLoss,      법인세 효과
