,항목명,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,당기 1분기 3개월
195,      계속영업희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShareFromContinuingOperations,
196,매출,,,,,,,,,,ifrs-full_Revenue,
197,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
198,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
199,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
200,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
201,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
202,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
203,기타영업외수익,,,,,,,,,,dart_OtherGains,
204,기타영업외비용,,,,,,,,,,dart_OtherLosses,
205,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
206,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
207,계속영업이익(손실),,,,,,,,,,ifrs-full_ProfitLossFromContinuingOperations,
208,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
209,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
210,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
211,   희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
212,수익(매출액),,,,,,,,,,ifrs-full_Revenue,
213,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
214,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
215,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
216,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
217,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
218,금융원가,,,,,,,,,,ifrs-full_FinanceCosts,
219,기타이익,,,,,,,,,,dart_OtherGains,
220,기타손실,,,,,,,,,,dart_OtherLosses,
221,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
222,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
223,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
224,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
225,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
226,수익(매출액),,,,,,,,,,ifrs-full_Revenue,
227,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
228,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
229,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
230,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
231,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
232,금융원가,,,,,,,,,,ifrs-full_FinanceCosts,
233,기타이익,,,,,,,,,,dart_OtherGains,
234,기타손실,,,,,,,,,,dart_OtherLosses,
235,"종속기업, 공동지배기업과 관계기업으로부터의 기타수익(비용)",,,,,,,,,,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,
236,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
237,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
238,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
239,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
240,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
241,영업수익,,,,,,,,,,ifrs-full_Revenue,
242,영업비용,,,,,,,,,,ifrs-full_CostOfSales,
243,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
244,기타수익,,,,,,,,,,dart_OtherGains,
245,기타비용,,,,,,,,,,dart_OtherLosses,
246,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
247,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
248,지분법손익,,,,,,,,,,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,
249,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
250,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
251,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
252,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
253,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
254,   희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
255,매출액,,,,,,,,,,ifrs-full_Revenue,
256,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
257,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
258,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
259,영업이익,,,,,,,,,,dart_OperatingIncomeLoss,
260,기타수익,,,,,,,,,,dart_OtherGains,
261,기타비용,,,,,,,,,,dart_OtherLosses,
262,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
263,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
264,법인세비용차감전순이익,,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
265,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
266,당기순이익,,,,,,,,,,ifrs-full_ProfitLoss,
267,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
268,   기본및희석주당순이익,,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
269,매출 및 지분법 손익,,,,,,,,,,ifrs-full_Revenue,
270,   배당금수익,,,,,,,,,,ifrs-full_RevenueFromDividends,
271,   상표권사용수익,,,,,,,,,,ifrs-full_RevenueFromRoyalties,
272,   임대수익,,,,,,,,,,dart_RevenueFromRenderingOfServicesRental,
273,영업비용,,,,,,,,,,ifrs-full_CostOfSales,
274,   인건비,,,,,,,,,,dart_PersonalExpense,
275,   감가상각비,,,,,,,,,,dart_DepreciationExpense,
276,   기타영업비용,,,,,,,,,,dart_MiscellaneousExpenses,
277,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
278,영업외손익,,,,,,,,,,ifrs-full_FinanceIncome,
279,   금융수익,,,,,,,,,,dart_OtherFinancialIncome,
280,   금융비용,,,,,,,,,,dart_InterestExpenseFinanceExpense,
281,   기타영업외수익,,,,,,,,,,dart_MiscellaneousIncome,
282,   기타영업외비용,,,,,,,,,,dart_OtherFinancialExpenses,
283,법인세비용차감전계속영업이익,,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
284,계속영업법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
285,분기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
286,주당이익(단위 : 원),,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
287,   기본/희석주당순이익,,,,,,,,,,,
288,   구형우선주 기본/희석주당순이익,,,,,,,,,,,
289,매출액,,,,,,,,,,ifrs-full_Revenue,
290,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
291,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
292,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
293,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
294,영업외손익,,,,,,,,,,ifrs-full_FinanceIncome,
295,   금융수익,,,,,,,,,,dart_OtherFinancialIncome,
296,   금융원가,,,,,,,,,,dart_GainsOnForeignExchangeTranslationsFinancialIncome,
297,   지분법주식관련손익,,,,,,,,,,,
298,   기타영업외손익,,,,,,,,,,,
299,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
300,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
301,분기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
302,주당손익,,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
303,   기본 및 희석 주당이익,,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
304,매출액,,,,,,,,,,ifrs-full_Revenue,
305,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
306,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
307,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
308,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
309,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
310,금융원가,,,,,,,,,,ifrs-full_FinanceCosts,
311,기타영업외수익,,,,,,,,,,dart_OtherGains,
312,기타영업외비용,,,,,,,,,,dart_OtherLosses,
313,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
314,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
315,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
316,지배기업소유주지분 귀속 주당이익,,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
317,   기본 및 희석 보통주당이익,,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
318,   기본 및 희석 우선주당이익,,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
319,영업수익,,,,,,,,,,ifrs-full_Revenue,
320,상품구입원가,,,,,,,,,,ifrs-full_CostOfSales,
321,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
322,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
323,   종업권급여,,,,,,,,,,dart_SalariesWages,
324,   감가상각비와무형자산상각비,,,,,,,,,,dart_DepreciationExpense,
325,   기타영업비용,,,,,,,,,,dart_MiscellaneousExpenses,
326,영업이익,,,,,,,,,,dart_OperatingIncomeLoss,
327,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
328,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
329,기타영업외수익,,,,,,,,,,dart_OtherGains,
330,기타영업외비용,,,,,,,,,,dart_OtherLosses,
331,법인세비용차감전순이익,,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
332,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
333,계속영업분기순이익,,,,,,,,,,ifrs-full_ProfitLossFromContinuingOperations,
334,중단영업손실,,,,,,,,,,ifrs-full_ProfitLossFromDiscontinuedOperations,
335,분기순이익,,,,,,,,,,ifrs-full_ProfitLoss,
336,주당이익(단위:원),,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
337,   기본및희석주당이익,,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
338,      계속영업과중단영업 기본주당이익,,,,,,,,,,ifrs-full_BasicEarningsLossPerShareFromDiscontinuedOperations,
339,      계속영업 기본주당이익,,,,,,,,,,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations,
340,매출액,,,,,,,,,,ifrs-full_Revenue,
341,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
342,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
343,영업비용,,,,,,,,,,ifrs-full_CostOfSales,
344,   판매비,,,,,,,,,,dart_MiscellaneousExpenses,
345,   관리비,,,,,,,,,,dart_LeaseholdAdministrationExpense,
346,   연구개발비,,,,,,,,,,dart_OrdinaryDevelopmentExpense,
347,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
348,기타영업외수익,,,,,,,,,,dart_OtherGains,
349,기타영업외비용,,,,,,,,,,dart_OtherLosses,
350,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
351,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
352,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
353,법인세비용(수익),,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
354,분기기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
355,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
356,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
357,   희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
358,매출액,,,,,,,,,,ifrs-full_Revenue,
359,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
360,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
361,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
362,   판매비,,,,,,,,,,dart_MiscellaneousExpenses,
363,   관리비,,,,,,,,,,dart_LeaseholdAdministrationExpense,
364,   연구개발비,,,,,,,,,,dart_OrdinaryDevelopmentExpense,
365,   서비스비,,,,,,,,,,,
366,영업이익,,,,,,,,,,dart_OperatingIncomeLoss,
367,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
368,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
369,기타영업외수익,,,,,,,,,,dart_OtherGains,
370,기타영업외비용,,,,,,,,,,dart_OtherLosses,
371,법인세비용차감전순이익,,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
372,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
373,분기순이익,,,,,,,,,,ifrs-full_ProfitLoss,
374,주당순이익(단위:원),,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
375,   기본주당순이익:,,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
