,항목명,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,당기 1분기 3개월
787,지분법적용투자주식처분이익,,,,,,,,,,,
788,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
789,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
790,기타영업외수익,,,,,,,,,,dart_OtherGains,
791,기타영업외비용,,,,,,,,,,dart_OtherLosses,
792,법인세비용차감전이익,,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
793,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
794,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
795,주당손익,,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
796,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
797,   희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
798,매출액,,,,,,,,,,ifrs-full_Revenue,
799,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
800,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
801,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
802,대손상각비,,,,,,,,,,,
803,영업이익,,,,,,,,,,dart_OperatingIncomeLoss,
804,기타수익,,,,,,,,,,dart_OtherGains,
805,기타비용,,,,,,,,,,dart_OtherLosses,
806,기타의 대손상각비,,,,,,,,,,,
807,종속기업 및 관계기업에 대한 지분법손익,,,,,,,,,,,
808,이자수익,,,,,,,,,,dart_OtherGains,
809,기타금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
810,법인세비용차감전순이익,,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
811,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
812,당기순이익,,,,,,,,,,ifrs-full_ProfitLoss,
813,지배기업의 소유주지분에 대한 주당이익,,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
814,   기본주당손익,,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
815,      보통주기본주당손익,,,,,,,,,,,
816,      우선주기본주당손익,,,,,,,,,,,
817,   희석주당손익,,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
818,      보통주희석주당손익,,,,,,,,,,,
819,      우선주희석주당손익,,,,,,,,,,,
820,영업수익,,,,,,,,,,ifrs-full_Revenue,
821,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
822,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
823,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
824,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
825,기타수익,,,,,,,,,,dart_OtherGains,
826,기타비용,,,,,,,,,,dart_OtherLosses,
827,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
828,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
829,계속법인세비용차감전순이익,,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
830,계속법인세비용(수익),,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
831,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
832,주당순이익,,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
833,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
834,   희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
835,매출액,,,,,,,,,,ifrs-full_Revenue,
836,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
837,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
838,판매비및관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
839,영업이익,,,,,,,,,,dart_OperatingIncomeLoss,
840,기타수익,,,,,,,,,,dart_OtherGains,
841,기타비용,,,,,,,,,,dart_OtherLosses,
842,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
843,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
844,법인세비용차감전순이익,,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
845,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
846,분기순이익,,,,,,,,,,ifrs-full_ProfitLoss,
847,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
848,   보통주 분기 기본 및 희석 주당이익,,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
849,   우선주 분기 기본 및 희석 주당이익,,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
850,수익(매출액),,,,,,,,,,ifrs-full_Revenue,
851,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
852,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
853,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
854,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
855,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
856,금융원가,,,,,,,,,,ifrs-full_FinanceCosts,
857,기타이익,,,,,,,,,,dart_OtherGains,
858,기타손실,,,,,,,,,,dart_OtherLosses,
859,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
860,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
861,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
862,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
863,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
864,   희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
865,매출액,,,,,,,,,,ifrs-full_Revenue,
866,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
867,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
868,판매비와 관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
869,영업이익,,,,,,,,,,dart_OperatingIncomeLoss,
870,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
871,금융원가,,,,,,,,,,ifrs-full_FinanceCosts,
872,기타이익,,,,,,,,,,dart_OtherGains,
873,기타손실,,,,,,,,,,dart_OtherLosses,
874,법인세비용차감전순이익,,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
875,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
876,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
877,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
878,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
879,매출액,,,,,,,,,,ifrs-full_Revenue,
880,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
881,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
882,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
883,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
884,기타수익,,,,,,,,,,dart_OtherGains,
885,기타비용,,,,,,,,,,dart_OtherLosses,
886,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
887,금융원가,,,,,,,,,,ifrs-full_FinanceCosts,
888,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
889,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
890,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
891,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
892,   기본주당순이익,,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
893,   희석주당순이익,,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
894,매출액,,,,,,,,,,ifrs-full_Revenue,
895,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
896,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
897,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
898,영업이익,,,,,,,,,,dart_OperatingIncomeLoss,
899,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
900,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
901,기타영업외수익,,,,,,,,,,dart_OtherGains,
902,기타영업외비용,,,,,,,,,,dart_OtherLosses,
903,법인세비용차감전순이익,,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
904,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
905,분기순이익,,,,,,,,,,ifrs-full_ProfitLoss,
906,주당순이익,,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
907,   기본주당순이익,,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
908,   희석주당순이익,,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
909,매출액,,,,,,,,,,ifrs-full_Revenue,
910,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
911,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
912,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
913,대손상각비(환입),,,,,,,,,,,
914,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
915,기타수익,,,,,,,,,,dart_OtherGains,
916,기타비용,,,,,,,,,,dart_OtherLosses,
917,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
918,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
919,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
920,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
921,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
922,지배기업의 소유주지분에 대한 주당이익,,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
923,   기본(희석)주당순이익,,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
924,매출액,,,,,,,,,,ifrs-full_Revenue,
925,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
926,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
927,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
928,영업이익,,,,,,,,,,dart_OperatingIncomeLoss,
929,기타이익,,,,,,,,,,dart_OtherGains,
930,기타비용,,,,,,,,,,dart_OtherLosses,
931,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
932,법인세비용차감전순이익,,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
933,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
934,당기순이익,,,,,,,,,,ifrs-full_ProfitLoss,
935,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
936,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
937,   희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
938,매출액,,,,,,,,,,ifrs-full_Revenue,
939,   제품매출액,,,,,,,,,,dart_RevenueFromSaleOfGoodsProduct,
940,   공사매출액,,,,,,,,,,dart_RevenueFromConstruction,
941,   임대료수입,,,,,,,,,,dart_RevenueFromRenderingOfServicesRental,
942,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
943,   제품매출원가,,,,,,,,,,dart_CostOfSalesFromSaleOfGoodsProduct,
944,   공사매출원가,,,,,,,,,,dart_CostOfSalesFromConstruction,
945,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
946,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
947,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
948,기타영업외수익,,,,,,,,,,dart_OtherGains,
949,기타영업외비용,,,,,,,,,,dart_OtherLosses,
950,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
951,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
952,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
953,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
954,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
955,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
956,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
957,수익(매출액),,,,,,,,,,ifrs-full_Revenue,
958,   제품매출액,,,,,,,,,,dart_RevenueFromSaleOfGoodsProduct,
959,   임가공매출,,,,,,,,,,dart_RevenueFromRenderingOfServicesProcession,
960,   기타수익(매출액),,,,,,,,,,ifrs-full_OtherRevenue,
961,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
962,   제품매출원가,,,,,,,,,,dart_CostOfSalesFromSaleOfGoodsProduct,
963,   임가공매출원가,,,,,,,,,,dart_CostOfSalesFromRenderingOfServicesProcession,
964,   기타수익(매출액)에 대한 매출원가,,,,,,,,,,dart_OtherCostOfSales,
965,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
966,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
967,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
968,기타이익,,,,,,,,,,dart_OtherGains,
969,기타손실,,,,,,,,,,dart_OtherLosses,
970,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
971,금융원가,,,,,,,,,,ifrs-full_FinanceCosts,
972,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
973,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
974,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
975,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
976,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
977,   희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
978,매출액,,,,,,,,,,ifrs-full_Revenue,
979,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
980,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
981,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
982,영업이익,,,,,,,,,,dart_OperatingIncomeLoss,
983,기타수익,,,,,,,,,,dart_OtherGains,
984,기타비용,,,,,,,,,,dart_OtherLosses,
985,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
986,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
987,종속기업 및 관계기업투자 손상,,,,,,,,,,,
988,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
989,법인세비용(수익),,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
990,분기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
991,주당손익,,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
992,   기본주당이익,,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
993,   희석주당손익,,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
994,매출액,,,,,,,,,,ifrs-full_Revenue,
995,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
996,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
997,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
998,   판매및관리비용,,,,,,,,,,dart_MiscellaneousExpenses,
999,   수취채권손상차손,,,,,,,,,,dart_ImpairmentLossRecoveryOfAccountsReceivables,
1000,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
1001,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
1002,금융원가,,,,,,,,,,ifrs-full_FinanceCosts,
1003,기타수익,,,,,,,,,,dart_OtherGains,
1004,기타비용,,,,,,,,,,dart_OtherLosses,
1005,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
1006,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
1007,분기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
1008,주당손익,,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
1009,   보통주 기본및희석주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
1010,   구형우선주 기본및희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
1011,수익(매출액),,,,,,,,,,ifrs-full_Revenue,
1012,   운송매출,,,,,,,,,,dart_RevenueFromRenderingOfServicesTransportation,
1013,   기타수익(매출액),,,,,,,,,,ifrs-full_OtherRevenue,
1014,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
1015,   운송매출원가,,,,,,,,,,dart_CostOfSalesFromRenderingOfServicesTransportation,
1016,   기타수익(매출액)에 대한 매출원가,,,,,,,,,,dart_OtherCostOfSales,
1017,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
1018,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
1019,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
1020,기타이익,,,,,,,,,,dart_OtherGains,
1021,기타손실,,,,,,,,,,dart_OtherLosses,
1022,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
1023,금융원가,,,,,,,,,,ifrs-full_FinanceCosts,
1024,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
1025,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
1026,계속영업이익(손실),,,,,,,,,,ifrs-full_ProfitLossFromContinuingOperations,
1027,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
1028,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
1029,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
1030,   희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
1031,영업수익,,,,,,,,,,ifrs-full_Revenue,
1032,   상품 및 제품매출,,,,,,,,,,ifrs-full_RevenueFromSaleOfGoods,
1033,   기타매출,,,,,,,,,,ifrs-full_OtherRevenue,
1034,   배당금수익,,,,,,,,,,ifrs-full_RevenueFromDividends,
1035,영업비용,,,,,,,,,,ifrs-full_CostOfSales,
1036,   상품 및 제품매출원가,,,,,,,,,,,
1037,   기타매출원가,,,,,,,,,,dart_OtherCostOfSales,
1038,   판매비와관리비,,,,,,,,,,dart_MiscellaneousExpenses,
1039,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
1040,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
1041,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
1042,기타영업외수익,,,,,,,,,,dart_OtherGains,
1043,기타영업외비용,,,,,,,,,,dart_OtherLosses,
1044,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
1045,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
1046,계속영업이익(손실),,,,,,,,,,ifrs-full_ProfitLossFromContinuingOperations,
1047,중단영업이익(손실),,,,,,,,,,ifrs-full_ProfitLossFromDiscontinuedOperations,
1048,-당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
1049,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
1050,   보통주기본주당계속영업이익,,,,,,,,,,,
1051,   보통주기본주당순이익,,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
1052,   보통주희석주당계속영업이익,,,,,,,,,,,
1053,   보통주희석주당순이익,,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
1054,   구형우선주기본주당계속영업이익,,,,,,,,,,,
1055,   구형우선주기본주당이익,,,,,,,,,,,
1056,   구형우선주희석주당계속영업이익,,,,,,,,,,,
1057,   구형우선주희석주당이익,,,,,,,,,,,
1058,매출액,,,,,,,,,,ifrs-full_Revenue,
1059,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
1060,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
1061,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
1062,영업외손익,,,,,,,,,,ifrs-full_FinanceIncome,
1063,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
1064,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
1065,기타영업외수익,,,,,,,,,,dart_OtherGains,
1066,기타영업외비용,,,,,,,,,,dart_OtherLosses,
1067,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
1068,법인세비용(수익),,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
1069,분기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
1070,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
1071,기본주당이익(손실),,,,,,,,,,,
1072,영업수익(매출액),,,,,,,,,,ifrs-full_Revenue,
1073,   상품 및 제품매출,,,,,,,,,,ifrs-full_RevenueFromSaleOfGoods,
1074,   기타매출,,,,,,,,,,ifrs-full_OtherRevenue,
1075,영업비용,,,,,,,,,,ifrs-full_CostOfSales,
1076,   상품 및 제품 매출원가,,,,,,,,,,,
1077,   기타매출원가,,,,,,,,,,dart_OtherCostOfSales,
1078,   판매비와관리비,,,,,,,,,,dart_MiscellaneousExpenses,
1079,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
1080,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
1081,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
1082,기타영업외수익,,,,,,,,,,dart_OtherGains,
1083,기타영업외비용,,,,,,,,,,dart_OtherLosses,
1084,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
1085,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
1086,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
1087,주당순이익,,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
1088,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
1089,      계속영업기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations,
1090,         보통주계속영업기본주당이익(손실),,,,,,,,,,,
1091,         구형우선주계속영업기본주당이익(손실),,,,,,,,,,,
1092,   희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
1093,      계속영업희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShareFromContinuingOperations,
1094,         보통주희석주당계속영업이익(손실),,,,,,,,,,,
1095,         구형우선주희석주당계속영업이익(손실),,,,,,,,,,,
1096,매출액,,,,,,,,,,ifrs-full_Revenue,
1097,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
1098,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
1099,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
1100,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
1101,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
1102,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
1103,기타영업외수익,,,,,,,,,,dart_OtherGains,
1104,기타영업외비용,,,,,,,,,,dart_OtherLosses,
1105,종속기업및관계기업투자주식손상차손,,,,,,,,,,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,
1106,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
1107,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
1108,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
1109,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
1110,   기본주당순이익,,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
1111,   희석주당순이익,,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
1112,매출액,,,,,,,,,,ifrs-full_Revenue,
1113,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
1114,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
1115,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
1116,영업이익,,,,,,,,,,dart_OperatingIncomeLoss,
1117,금융손익,,,,,,,,,,ifrs-full_FinanceIncome,
1118,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
1119,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
1120,기타영업외손익,,,,,,,,,,dart_OtherGains,
1121,기타영업외수익,,,,,,,,,,dart_OtherGains,
1122,기타영업외비용,,,,,,,,,,dart_OtherLosses,
1123,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
1124,법인세비용,,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
1125,분기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
1126,지배기업 소유주지분 주당손익,,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
1127,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
1128,   희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
1129,매출액,,,,,,,,,,ifrs-full_Revenue,
1130,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
1131,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
1132,연구개발비,,,,,,,,,,,
1133,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
1134,영업이익(손실),,,,,,,,,,dart_OperatingIncomeLoss,
1135,기타수익,,,,,,,,,,dart_OtherGains,
1136,기타비용,,,,,,,,,,dart_OtherLosses,
1137,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
1138,   이자수익,,,,,,,,,,dart_InterestIncomeFinanceIncome,
1139,   외환차익,,,,,,,,,,dart_GainsForeignCurrencyTransactions,
1140,   외화환산이익,,,,,,,,,,dart_GainOnForeignExchangeTranslations,
1141,   당기손익-공정가치금융자산처분이익,,,,,,,,,,dart_GainsOnDisposalsOfFairValueFinancialAssetFinancialIncome,
1142,   당기손익-공정가치금융자산평가이익,,,,,,,,,,dart_GainsOnValuationOfFairValueFinancialAssetFinancialIncome,
1143,   금융보증채무환입,,,,,,,,,,dart_GainsFromFinancialGuaranteeFinancialIncome,
1144,금융비용,,,,,,,,,,ifrs-full_FinanceCosts,
1145,   이자비용,,,,,,,,,,dart_InterestExpenseFinanceExpense,
1146,   외환차손,,,,,,,,,,dart_LossesForeignCurrencyTransactions,
1147,   외화환산손실,,,,,,,,,,dart_LossOnForeignExchangeTranslations,
1148,   당기손익-공정가치금융자산평가손실,,,,,,,,,,dart_LossesOnValuationOfFairValueFinancialAssetFinancialExpense,
1149,법인세비용차감전순이익(손실),,,,,,,,,,ifrs-full_ProfitLossBeforeTax,
1150,법인세비용(수익),,,,,,,,,,ifrs-full_IncomeTaxExpenseContinuingOperations,
1151,당기순이익(손실),,,,,,,,,,ifrs-full_ProfitLoss,
1152,주당이익 [abstract],,,,,,,,,,ifrs-full_EarningsPerShareAbstract,
1153,   기본주당이익(손실),,,,,,,,,,ifrs-full_BasicEarningsLossPerShare,
1154,   희석주당이익(손실),,,,,,,,,,ifrs-full_DilutedEarningsLossPerShare,
1155,수익(매출액),,,,,,,,,,ifrs-full_Revenue,
1156,매출원가,,,,,,,,,,ifrs-full_CostOfSales,
1157,매출총이익,,,,,,,,,,ifrs-full_GrossProfit,
1158,판매비와관리비,,,,,,,,,,dart_TotalSellingGeneralAdministrativeExpenses,
1159,영업이익,,,,,,,,,,dart_OperatingIncomeLoss,
1160,금융수익,,,,,,,,,,ifrs-full_FinanceIncome,
1161,   이자수익,,,,,,,,,,dart_InterestIncomeFinanceIncome,
1162,   배당금수익(금융수익),,,,,,,,,,dart_DividendIncome,
1163,   외환차익(금융수익),,,,,,,,,,dart_GainsOnForeignCurrencyTransactionsFiancialIncome,
